,molecule_chembl_id,IC50,units,smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled
0,CHEMBL3685304,0.01,nM,C[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(F)c(O)c2)c1,11.0,445.15501772,6,4,3.998800000000001,True
1,CHEMBL4443279,0.012,nM,Fc1ccccc1Oc1nc(Nc2ccc(-c3nnn[nH]3)cc2)ncc1Cl,10.920818753952377,383.06976387200007,7,2,3.985100000000001,True
2,CHEMBL4462759,0.012,nM,COc1ccc(Oc2nc(Nc3ccc(-c4nnn[nH]4)cc3)ncc2Cl)cc1,10.920818753952377,395.089750368,8,2,3.8546000000000014,True
3,CHEMBL4476212,0.012,nM,Fc1ccc(Oc2nc(Nc3ccc(-c4nnn[nH]4)cc3)ncc2Cl)cc1,10.920818753952377,383.069763872,7,2,3.985100000000001,True
4,CHEMBL3675462,0.03,nM,C[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2cc(C(C)(C)C)n[nH]2)c1,10.522878745280336,457.2226231040001,6,4,4.174700000000002,True
5,CHEMBL3675439,0.03,nM,CC(C)c1cc(C(=O)Nc2cccc([C@@H](C)Nc3ncnc4c(C(N)=O)cccc34)c2)[nH]n1,10.522878745280336,443.2069730400001,6,4,4.000600000000001,True
6,CHEMBL3680540,0.04,nM,C[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)C2CC2(F)F)c1,10.397940008672036,411.15068128800004,5,3,3.4955000000000016,True
8,CHEMBL3675508,0.05,nM,COCCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(Br)cc2)c1,10.30102999566398,533.106251728,6,3,4.933200000000003,True
9,CHEMBL3680420,0.06,nM,CC(C)c1cc(C(=O)Nc2cccc(C(C)Nc3ncnc4c(C(N)=O)cccc34)c2)[nH]n1,10.221848749616356,443.2069730400001,6,4,4.000600000000001,True
11,CHEMBL3685244,0.06,nM,COCCOc1cc(C(N)=O)c2ncnc(NCc3cccc(NC(=O)c4ccc(OC)cc4)c3)c2c1,10.221848749616356,501.20121896399996,8,3,3.626900000000002,True
12,CHEMBL3639841,0.06,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc5c(c4)OC(F)(F)O5)c3)ncnc12,10.221848749616356,477.124860464,7,3,3.914600000000002,True
13,CHEMBL3600873,0.064,nM,O=C(O)[C@]1(Cc2cccc(Nc3nccs3)n2)CC[C@@H](Oc2cccc(Cl)c2F)CC1,10.193820026016112,461.097618432,6,2,5.709300000000003,True
14,CHEMBL3951333,0.07,nM,Cl.O=C(O)[C@]1(Cc2cccc(Nc3nccs3)n2)CC[C@@H](Oc2cccc(Cl)c2F)CC1,10.154901959985745,497.07429614399996,6,2,6.131100000000003,True
15,CHEMBL3675437,0.07,nM,COc1ccc(C(=O)Nc2cccc([C@@H](C)Nc3ncnc4c(C(N)=O)cccc34)c2)cn1,10.154901959985745,442.175338564,7,3,3.5577000000000005,True
16,CHEMBL3675509,0.07,nM,C[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(C(F)(F)F)nc2)c1,10.154901959985745,480.15215850800007,6,3,4.567900000000002,True
18,CHEMBL3685305,0.08,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4c(F)cc(Cl)cc4F)c3)ncnc12,10.096910013008056,467.096058872,5,3,4.524700000000002,True
19,CHEMBL3685272,0.08,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(Cl)c(C(F)(F)F)c4)c3)ncnc12,10.096910013008056,499.10228712400004,5,3,5.2653000000000025,True
20,CHEMBL3675537,0.08,nM,C[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1cccc(Nc2cc(C#N)ccn2)c1,10.096910013008056,409.1651082280001,7,3,3.9120800000000013,True
22,CHEMBL3685262,0.08,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(Cl)cc4)c3)ncnc12,10.096910013008056,431.114902496,5,3,4.246500000000002,True
23,CHEMBL3675465,0.08,nM,CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2cc(C(C)(C)C)n[nH]2)c1,10.096910013008056,457.2226231040001,6,4,4.174700000000002,True
24,CHEMBL3685256,0.08,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)C4=CCC(N5CCOCC5)C=C4)c3)ncnc12,10.096910013008056,484.222288756,7,3,2.8664000000000014,True
25,CHEMBL3675524,0.09,nM,COc1ccc(C(=O)Nc2cccc(C(CCO)Nc3ncnc4c(C(N)=O)cccc34)c2)cc1,10.045757490560677,471.19065428000005,7,4,3.5252000000000008,True
26,CHEMBL3675443,0.09,nM,CC1CC=C(C(=O)Nc2cccc(C(C)Nc3ncnc4c(C(N)=O)cccc34)c2)C=C1F,10.045757490560677,445.191403228,5,3,4.659900000000003,True
28,CHEMBL3680477,0.09,nM,COCCN(C)c1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cn1,10.045757490560677,485.21753772400007,8,3,3.0707000000000004,True
29,CHEMBL3685241,0.1,nM,Cc1ccccc1C(=O)Nc1cccc(CNc2ncnc3c(C(N)=O)cccc23)c1,10.0,411.16952491200004,5,3,3.9015200000000014,True
30,CHEMBL3680541,0.1,nM,NC(=O)c1cccc2c(NC(CCO)c3cccc(NC(O)c4cc(C5CC5)n[nH]4)c3)ncnc12,10.0,473.21753772400007,8,6,2.9678000000000004,True
31,CHEMBL3675484,0.1,nM,COc1ccc(C(=O)Nc2cccc(C(C)Nc3ncnc4c(C(N)=O)cccc34)c2)cn1,10.0,442.175338564,7,3,3.5577000000000005,True
32,CHEMBL3685250,0.11,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(C(F)(F)F)nc4)c3)ncnc12,9.958607314841776,466.13650844400007,6,3,4.006900000000002,True
34,CHEMBL3670470,0.11,nM,CN(C)c1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cc1,9.958607314841776,440.196074008,6,3,3.6591000000000014,True
35,CHEMBL3685306,0.11,nM,COc1cc(F)c(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)c(F)c1,9.958607314841776,463.145595908,6,3,3.879900000000002,True
36,CHEMBL3675457,0.11,nM,C[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2cc(C(F)(F)F)ccc2F)c1,9.958607314841776,497.14748772800004,5,3,5.312000000000003,True
38,CHEMBL3685237,0.12,nM,CC(C)c1cc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)[nH]n1,9.920818753952377,429.1913229760001,6,4,3.4396000000000004,True
39,CHEMBL3680532,0.12,nM,COc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cc1C(F)(F)F,9.920818753952377,495.15182416,6,3,4.6205000000000025,True
40,CHEMBL3675446,0.12,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(Cl)cc4Cl)c3)ncnc12,9.920818753952377,465.07593014400004,5,3,4.899900000000002,True
41,CHEMBL3685245,0.12,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(C(F)(F)F)cc4F)c3)ncnc12,9.920818753952377,483.13183766400005,5,3,4.751000000000003,True
42,CHEMBL3680402,0.12,nM,COc1ccc(C(=O)Nc2cc([C@@H](C)Nc3nccc4c(C(N)=O)cccc34)ccc2F)cc1F,9.920818753952377,476.16599700399996,5,3,5.045900000000003,True
43,CHEMBL3680488,0.12,nM,C[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)C2CCCC2)c1,9.920818753952377,403.20082504000004,5,3,4.030500000000003,True
44,CHEMBL3675459,0.12,nM,CN(C)CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(Br)cc2)c1,9.920818753952377,546.137886204,6,3,4.848400000000003,True
46,CHEMBL3977678,0.12,nM,Cl.O=C(O)[C@]1(Cc2cccc(Nc3nccs3)n2)CC[C@@H](Oc2cccc(Cl)c2)CC1,9.920818753952377,479.083717956,6,2,5.992000000000003,True
47,CHEMBL3685307,0.12,nM,COc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cc(O)cc34)c2)cc1,9.920818753952377,443.159354152,7,4,3.3073000000000006,True
48,CHEMBL3897985,0.12,nM,Cl.O=C(O)[C@]1(Cc2cccc(Nc3nccs3)n2)CC[C@@H](Oc2cccc(F)c2F)CC1,9.920818753952377,481.10384668399996,6,2,5.616800000000003,True
49,CHEMBL3680460,0.13,nM,COc1ccc(C(=O)Nc2cccc([C@@H](C)Nc3ncnc4c(C(N)=O)cccc34)c2)cc1F,9.886056647693165,459.170667784,6,3,4.301800000000003,True
51,CHEMBL3685247,0.13,nM,CCOc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cc1,9.886056647693165,441.180089596,6,3,3.9918000000000022,True
52,CHEMBL4440617,0.14,nM,CC1(C)CC(NC(=O)c2ccc(Nc3ncc([N+](=O)[O-])c(Nc4cccc(O)c4)n3)cc2)CC(C)(C)N1[O],9.853871964321762,520.23084206,9,4,4.674500000000003,True
53,CHEMBL3675532,0.15,nM,CNc1cc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)ccn1,9.82390874094432,427.17567291200004,7,4,3.0298000000000007,True
56,CHEMBL3680542,0.15,nM,NC(=O)c1cccc2c(NCc3cccc(Nc4ccccn4)c3)ncnc12,9.82390874094432,370.15420919600007,6,3,3.479400000000002,True
57,CHEMBL3680543,0.15,nM,NC(=O)c1cccc2c(NCc3cccc(Nc4cc(C(F)(F)F)ccn4)c3)ncnc12,9.82390874094432,438.1415938240001,6,3,4.498200000000002,True
58,CHEMBL382667,0.15,nM,COc1cc2c(Nc3cnc(NC(=O)c4ccc(F)c(Cl)c4)nc3)ncnc2cc1OCCCN1CCOCC1,9.82390874094432,567.179708244,10,2,4.317900000000003,True
59,CHEMBL3680544,0.16,nM,CCOC(=O)c1cnc(Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)s1,9.795880017344077,448.13175950000004,9,3,3.717600000000002,True
60,CHEMBL3675441,0.16,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(F)cc4F)c3)ncnc12,9.795880017344077,433.13503122400004,5,3,3.8713000000000015,True
61,CHEMBL3680545,0.16,nM,COc1ccc(C(=O)Nc2cccc(C(CCCO)Nc3ncnc4c(C(N)=O)cccc34)c2)cc1,9.795880017344077,485.2063043440001,7,4,3.915300000000001,True
62,CHEMBL3685248,0.16,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)C4CCCCC4)c3)ncnc12,9.795880017344077,403.20082504000004,5,3,3.859600000000002,True
63,CHEMBL3675516,0.16,nM,C=CCN(C)CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(OC)cc2)c1,9.795880017344077,524.253588884,7,3,4.650700000000002,True
65,CHEMBL3680546,0.17,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc5cc[nH]c5c4)c3)ncnc12,9.769551078621726,436.16477388000004,5,4,4.074400000000002,True
66,CHEMBL3675425,0.17,nM,CNCC(Nc1ccccc(C(N)=O)cncn1)c1cccc(NC(=O)c2ccc(OC(F)(F)F)cc2)c1,9.769551078621726,526.1940233199999,7,4,4.223400000000002,True
67,CHEMBL3675525,0.17,nM,NC(=O)c1cccc2c(NCc3cccc(NC(O)c4cc(C(F)(F)F)ccc4F)c3)ncnc12,9.769551078621726,485.14748772800004,6,4,4.601700000000002,True
68,CHEMBL3675403,0.17,nM,CNCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(Br)cc2)c1,9.769551078621726,518.106586076,6,4,4.116100000000002,True
70,CHEMBL3685243,0.17,nM,Cc1cccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)c1,9.769551078621726,411.16952491200004,5,3,3.9015200000000014,True
71,CHEMBL3685252,0.17,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cccc(Cl)c4)c3)ncnc12,9.769551078621726,431.114902496,5,3,4.246500000000002,True
74,CHEMBL3680428,0.18,nM,COCCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(OC)cc2F)c1,9.744727494896694,503.19688253199996,7,3,4.318400000000002,True
75,CHEMBL3685255,0.18,nM,CN(C)CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccccc2)c1,9.744727494896694,468.227374136,6,3,4.085900000000002,True
76,CHEMBL3675324,0.18,nM,NC(=O)c1cc(OCCCN2CCCCC2)cc2c(NCc3ccc(C(F)(F)F)cc3)ncnc12,9.744727494896694,487.219509796,6,2,4.614400000000004,True
77,CHEMBL3889916,0.18,nM,Cc1cc(Nc2cc[nH]n2)nc(C[C@]2(c3n[nH]c(=O)o3)CC[C@H](Oc3cccc(Cl)c3F)CC2)n1.O=C(O)C(F)(F)F,9.744727494896694,613.146357428,9,4,4.855920000000003,True
78,CHEMBL3685308,0.18,nM,NC(=O)C1=c2ncnc(NCc3cccc(NC(=O)c4ccc(C(F)(F)F)cc4)c3)c2=CCC1,9.744727494896694,467.15690954,5,3,2.5701,True
80,CHEMBL3680547,0.18,nM,CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)C2CC2(F)F)c1,9.744727494896694,411.15068128800004,5,3,3.4955000000000016,True
81,CHEMBL3680548,0.19,nM,NC(=O)c1cccc2c(NCc3cccc(Nc4nccs4)c3)ncnc12,9.721246399047171,376.1106301320001,7,3,3.5409000000000015,True
82,CHEMBL3914249,0.19,nM,O=c1[nH]nc([C@]2(Cc3cncc(Nc4cc[nH]n4)n3)CC[C@@H](Oc3cccc(Cl)c3F)CC2)o1,9.721246399047171,485.13784343199995,8,3,3.914200000000001,True
85,CHEMBL3680549,0.19,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cn[nH]c4N)c3)ncnc12,9.721246399047171,402.1552718160001,7,5,1.8983999999999996,True
86,CHEMBL3675500,0.2,nM,CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2cc(C(F)F)n[nH]2)c1,9.69897000433602,451.1568292880001,6,4,3.814800000000001,True
87,CHEMBL3675491,0.2,nM,CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(Cl)c(F)c2)c1,9.69897000433602,463.12113074800004,5,3,4.946600000000003,True
88,CHEMBL3685246,0.2,nM,COc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cc(CCCCO)cc34)c2)cc1,9.69897000433602,499.221954408,7,4,3.9167000000000023,True
89,CHEMBL3680429,0.2,nM,COc1ccc(C(O)/N=C2\C=CCC(CNc3ncnc4c(C(N)=O)cccc34)C2)cc1C,9.69897000433602,445.211389724,7,3,3.5559200000000013,True
90,CHEMBL3675538,0.2,nM,COCCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(F)c(F)c2)c1,9.69897000433602,491.176896036,6,3,4.448900000000002,True
91,CHEMBL2170419,0.2,nM,O=C(O)c1ccc(Nc2ncc(F)c(Nc3ccccc3Cl)n2)cc1,9.69897000433602,358.063281524,5,3,4.454500000000001,True
93,CHEMBL3680550,0.21,nM,COCC[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(OC)cc2)c1,9.67778070526608,485.206304344,7,3,4.179300000000002,True
94,CHEMBL3675483,0.21,nM,CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(C(F)(F)F)nc2)c1,9.67778070526608,480.15215850800007,6,3,4.567900000000002,True
95,CHEMBL3680455,0.22,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cc(C(F)(F)F)n[nH]4)c3)ncnc12,9.657577319177792,455.13175741200007,6,4,3.335000000000001,True
96,CHEMBL3680552,0.22,nM,N#Cc1ccnc(Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)c1,9.657577319177792,395.149458164,7,3,3.3510800000000005,True
97,CHEMBL3680495,0.22,nM,CC(C)CNc1cc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)ccn1,9.657577319177792,469.2226231040001,7,4,4.056000000000002,True
98,CHEMBL3685309,0.22,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccccc4C(F)(F)F)c3)ncnc12,9.657577319177792,465.141259476,5,3,4.611900000000003,True
99,CHEMBL3685242,0.22,nM,CN(C)c1cccc(C(=O)Nc2cccc(CNc3ncnc4c3=CCCC=4C(N)=O)c2)c1,9.657577319177792,442.21172407200004,6,3,1.617299999999999,True
100,CHEMBL3685287,0.22,nM,NC(=O)c1cccc2c(NCc3ccc(F)c(NC(=O)c4ccc(OC(F)(F)F)cc4)c3)ncnc12,9.657577319177792,499.126752284,6,3,4.6308000000000025,True
101,CHEMBL3675463,0.22,nM,COc1cc(C(=O)Nc2cccc([C@@H](C)Nc3ncnc4c(C(N)=O)cccc34)c2)ccn1,9.657577319177792,442.175338564,7,3,3.5577000000000014,True
102,CHEMBL3680553,0.22,nM,COc1ccc(C(O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2F)cc1,9.657577319177792,447.170667784,7,4,3.5915000000000017,True
103,CHEMBL3680551,0.22,nM,NCc1cnc(Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)s1,9.657577319177792,405.137179228,8,4,2.9996,True
104,CHEMBL3685277,0.23,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cc(C5CC5)n[nH]4)c3)ncnc12,9.638272163982409,427.1756729120001,6,4,3.193600000000001,True
106,CHEMBL3680417,0.23,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc5c(c4)CCO5)c3)ncnc12,9.638272163982409,439.164439532,6,3,3.5280000000000014,True
107,CHEMBL3680489,0.23,nM,CCOC(=O)c1ccc(C(=O)NC2=CCCC([C@H](C)Nc3ncnc4c(C(N)=O)cccc34)=C2)cn1,9.638272163982409,486.2015533120001,8,3,3.134900000000001,True
108,CHEMBL3675419,0.24,nM,CNCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(OC)cc2)c1,9.619788758288394,470.20663869199996,7,4,3.3622000000000014,True
109,CHEMBL3680554,0.24,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4[nH]nc5c4CCCC5)c3)ncnc12,9.619788758288394,441.1913229760001,6,4,3.195000000000001,True
110,CHEMBL3685233,0.25,nM,C[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(-n3cccc3)cc2)c1,9.602059991327964,476.19607400800004,6,3,4.9448000000000025,True
111,CHEMBL3680416,0.25,nM,COc1ncc(C(=O)Nc2cccc([C@@H](C)Nc3ncnc4c(C(N)=O)cccc34)c2)cn1,9.602059991327964,443.17058753200007,8,3,2.9527,True
112,CHEMBL3675417,0.25,nM,CN(C)CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(C(F)(F)F)cc2F)c1,9.602059991327964,540.189686888,6,3,4.853700000000003,True
113,CHEMBL3680446,0.25,nM,COc1ccc(C(=O)Nc2cccc(C(C)Nc3ncnc4c(C(N)=O)cccc34)c2)cc1F,9.602059991327964,459.170667784,6,3,4.301800000000003,True
114,CHEMBL3675432,0.25,nM,C[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(C(F)(F)F)cc2F)c1,9.602059991327964,497.14748772800004,5,3,5.312000000000003,True
115,CHEMBL3685271,0.25,nM,COc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cc(F)cc34)c2)cc1,9.602059991327964,445.15501772,6,3,3.740800000000002,True
116,CHEMBL3680555,0.26,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cccc5cc[nH]c45)c3)ncnc12,9.585026652029182,436.16477388000004,5,4,4.074400000000002,True
117,CHEMBL3685310,0.26,nM,COc1ccc(C(=O)Nc2cccc(C(C)Nc3ncnc4c(C(N)=O)cc(C#N)cc34)c2)cc1F,9.585026652029182,484.16591675200004,7,3,4.173480000000002,True
118,CHEMBL3675466,0.26,nM,CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)C2=CCC(Br)C=C2)c1,9.585026652029182,491.09568704400004,5,3,4.490100000000003,True
119,CHEMBL3675401,0.26,nM,CN(C)CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(C(F)(F)F)cc2)c1,9.585026652029182,522.1991087,6,3,4.714600000000002,True
120,CHEMBL3675455,0.27,nM,Cc1ccc(C(=O)Nc2cccc([C@@H](C)Nc3ncnc4c(C(N)=O)cccc34)c2)cc1C,9.568636235841012,439.20082504000004,5,3,4.770940000000002,True
121,CHEMBL3675406,0.27,nM,CN(C)CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccnc(N3CCCC3)c2)c1,9.568636235841012,524.264822264,8,3,3.6910000000000016,True
123,CHEMBL3680403,0.29,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(Cl)c(Cl)c4)c3)ncnc12,9.537602002101044,465.07593014400004,5,3,4.899900000000002,True
124,CHEMBL3670467,0.29,nM,COc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cc1,9.537602002101044,427.164439532,6,3,3.601700000000001,True
125,CHEMBL3680556,0.29,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(-c5ncc[nH]5)cc4)c3)ncnc12,9.537602002101044,463.1756729120001,6,4,3.983200000000002,True
126,CHEMBL2380834,0.3,nM,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccc(F)cc1C(F)(F)F,9.522878745280336,492.120938632,4,3,6.230100000000003,True
127,CHEMBL3685292,0.3,nM,COc1ccc(C(=O)Nc2cccc(C(C)NC3=NC=NC4C(C(N)=O)=CC(Cl)C=C34)c2)cc1F,9.522878745280336,495.147345496,6,3,3.505300000000001,True
128,CHEMBL3680557,0.3,nM,Cc1cc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)ccc1N1CCOCC1,9.522878745280336,496.222288756,7,3,3.738120000000003,True
129,CHEMBL3680430,0.3,nM,COCCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2cc(C3CC3)n[nH]2)c1,9.522878745280336,485.21753772400007,7,4,3.771200000000002,True
130,CHEMBL3639743,0.3,nM,Cc1ccc(C(=O)Nc2cccc([C@@H](C)Nc3ncnc4c(C(N)=O)cccc34)c2)cn1,9.522878745280336,426.18042394400004,6,3,3.857520000000001,True
132,CHEMBL3680558,0.31,nM,CNCCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(O)c2cc(C3CC3)n[nH]2)c1,9.508638306165729,486.24917220000003,8,6,3.1949000000000005,True
133,CHEMBL3680533,0.31,nM,CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(Nc2cc(C(F)(F)F)ccn2)c1,9.508638306165729,452.1572438880001,6,3,5.059200000000003,True
134,CHEMBL3685266,0.31,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4c(F)cccc4F)c3)ncnc12,9.508638306165729,433.13503122400004,5,3,3.8713000000000015,True
135,CHEMBL3685257,0.31,nM,COc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cc1OC,9.508638306165729,457.175004216,7,3,3.6103000000000014,True
137,CHEMBL3670499,0.32,nM,NC(=O)c1cc(O)cc2c(NCc3ccc(C(F)(F)F)cc3)ncnc12,9.494850021680094,362.0990603160001,5,3,3.065200000000001,True
138,CHEMBL3675447,0.33,nM,CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(OC)nc2)c1,9.481486060122112,456.190988628,7,3,3.9478000000000026,True
140,CHEMBL3685267,0.33,nM,COc1ccc(C(=O)Nc2cc(CNc3ncnc4c(C(N)=O)cccc34)ccc2C)cc1,9.481486060122112,441.180089596,6,3,3.910120000000002,True
141,CHEMBL3680559,0.33,nM,NC(=O)c1cccc2c(NC(CCN3CCCC3)c3cccc(NC(=O)c4cc(C5CC5)n[nH]4)c3)ncnc12,9.481486060122112,524.2648222640001,7,4,4.220600000000003,True
142,CHEMBL3675453,0.34,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cncc(N5CCCC5)c4)c3)ncnc12,9.468521082957745,467.2069730400001,7,3,3.588300000000002,True
143,CHEMBL3675427,0.34,nM,CNCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(OC)cc2F)c1,9.468521082957745,488.19721688,7,4,3.5013000000000014,True
144,CHEMBL3675510,0.35,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)C4=CC(F)C(Cl)C=C4)c3)ncnc12,9.455931955649724,451.12113074800004,5,3,3.721000000000002,True
145,CHEMBL3675499,0.35,nM,Cc1ncc(C(=O)Nc2cccc([C@@H](C)Nc3ncnc4c(C(N)=O)cccc34)c2)s1,9.455931955649724,432.13684488,7,3,3.9190200000000015,True
146,CHEMBL3680442,0.36,nM,CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2cccn2C)c1,9.443697499232712,414.18042394400004,6,3,3.492600000000002,True
147,CHEMBL3680560,0.37,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cc5cc(Cl)ccc5[nH]4)c3)ncnc12,9.431798275933003,470.12580152800007,5,4,4.727800000000002,True
148,CHEMBL3680447,0.37,nM,CCN(CC)c1ccc(C(=O)Nc2cccc(C(C)Nc3ncnc4c(C(N)=O)cccc34)c2)cc1,9.431798275933003,482.24302420000004,6,3,5.000300000000003,True
149,CHEMBL3685259,0.37,nM,COc1ccccc1C(=O)Nc1cccc(CNc2ncnc3c(C(N)=O)cccc23)c1,9.431798275933003,427.164439532,6,3,3.601700000000001,True
150,CHEMBL3680520,0.37,nM,COCCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(OC)c(F)c2)c1,9.431798275933003,503.19688253199996,7,3,4.318400000000002,True
151,CHEMBL3675353,0.37,nM,NC(=O)c1cccc2c(NCc3ccc4c(c3)OCO4)ncnc12,9.431798275933003,322.106590308,6,2,2.0694999999999997,True
152,CHEMBL3639792,0.38,nM,COCCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccccc2)c1,9.42021640338319,455.19573966,6,3,4.170700000000002,True
153,CHEMBL3680466,0.38,nM,CC(NC1=NC=NC2C(C(N)=O)=CCC=C12)c1cccc(NC(=O)c2ccc(N3CCOCC3)cc2)c1,9.42021640338319,498.23793882,7,3,2.9769000000000014,True
154,CHEMBL3675470,0.38,nM,Cc1cc(C(=O)Nc2cccc([C@@H](C)Nc3ncnc4c(C(N)=O)cccc34)c2)ccc1Cl,9.42021640338319,459.146202624,5,3,5.115920000000004,True
156,CHEMBL3670474,0.39,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(SC(F)(F)F)cc4)c3)ncnc12,9.4089353929735,497.11333047600004,6,3,5.205000000000003,True
157,CHEMBL3675475,0.39,nM,COCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccccc2)c1,9.4089353929735,441.180089596,6,3,3.7806000000000024,True
