,Nome,SMILES,SMILES_Canonic
889,1337552-97-2,Oc1cc(OCCCBr)cc2c1C(=O)c1c(O2)cc(cc1C)OCCCBr,Cc1cc(OCCCBr)cc2oc3cc(OCCCBr)cc(O)c3c(=O)c12
890,1337552-98-3,Oc1cc(OCCCCBr)cc2c1C(=O)c1c(O2)cc(cc1C)OCCCCBr,Cc1cc(OCCCCBr)cc2oc3cc(OCCCCBr)cc(O)c3c(=O)c12
891,1337552-99-4,Oc1cc(OCCCCCBr)cc2c1C(=O)c1c(O2)cc(cc1C)OCCCCCBr,Cc1cc(OCCCCCBr)cc2oc3cc(OCCCCCBr)cc(O)c3c(=O)c12
892,1337553-00-0,Oc1cc(OCCCCN(C)C)cc2c1C(=O)c1c(O2)cc(cc1C)OCCCCN(C)C,Cc1cc(OCCCCN(C)C)cc2oc3cc(OCCCCN(C)C)cc(O)c3c(=O)c12
893,1337553-01-1,Oc1cc(OCCCCCN(C)C)cc2c1C(=O)c1c(O2)cc(cc1C)OCCCCCN(C)C,Cc1cc(OCCCCCN(C)C)cc2oc3cc(OCCCCCN(C)C)cc(O)c3c(=O)c12
894,1337553-02-2,Oc1cc(OCCCN(CC)CC)cc2c1C(=O)c1c(O2)cc(cc1C)OCCCN(CC)CC,CCN(CC)CCCOc1cc(C)c2c(=O)c3c(O)cc(OCCCN(CC)CC)cc3oc2c1
895,1337553-03-3,Oc1cc(OCCCCN(CC)CC)cc2c1C(=O)c1c(O2)cc(cc1C)OCCCCN(CC)CC,CCN(CC)CCCCOc1cc(C)c2c(=O)c3c(O)cc(OCCCCN(CC)CC)cc3oc2c1
896,1337553-04-4,Oc1cc(OCCCCCN(CC)CC)cc2c1C(=O)c1c(O2)cc(cc1C)OCCCCCN(CC)CC,CCN(CC)CCCCCOc1cc(C)c2c(=O)c3c(O)cc(OCCCCCN(CC)CC)cc3oc2c1
897,1337553-05-5,Oc1cc(OCCCN(CCC)CCC)cc2c1C(=O)c1c(O2)cc(cc1C)OCCCN(CCC)CCC,CCCN(CCC)CCCOc1cc(C)c2c(=O)c3c(O)cc(OCCCN(CCC)CCC)cc3oc2c1
898,1337553-06-6,Oc1cc(OCCCCN(CCC)CCC)cc2c1C(=O)c1c(O2)cc(cc1C)OCCCCN(CCC)CCC,CCCN(CCC)CCCCOc1cc(C)c2c(=O)c3c(O)cc(OCCCCN(CCC)CCC)cc3oc2c1
899,1337553-07-7,Oc1cc(OCCCCCN(CCC)CCC)cc2c1C(=O)c1c(O2)cc(cc1C)OCCCCCN(CCC)CCC,CCCN(CCC)CCCCCOc1cc(C)c2c(=O)c3c(O)cc(OCCCCCN(CCC)CCC)cc3oc2c1
900,1337553-11-3,Oc1cc(OCCCN2CCCCC2)cc2c1C(=O)c1c(O2)cc(cc1C)OCCCN1CCCCC1,Cc1cc(OCCCN2CCCCC2)cc2oc3cc(OCCCN4CCCCC4)cc(O)c3c(=O)c12
901,1337553-12-4,Oc1cc(OCCCCN2CCCCC2)cc2c1C(=O)c1c(O2)cc(cc1C)OCCCCN1CCCCC1,Cc1cc(OCCCCN2CCCCC2)cc2oc3cc(OCCCCN4CCCCC4)cc(O)c3c(=O)c12
902,1337553-13-5,Oc1cc(OCCCCCN2CCCCC2)cc2c1C(=O)c1c(O2)cc(cc1C)OCCCCCN1CCCCC1,Cc1cc(OCCCCCN2CCCCC2)cc2oc3cc(OCCCCCN4CCCCC4)cc(O)c3c(=O)c12
903,1337923-72-4,OC[C@@H]1O[C@H](c2c(O)cc3c(c2O)C(=O)C=C(O3)c2cc(O)c(c(c2)OC)O)[C@H]([C@@H]([C@@H]1O)O)O,COc1cc(-c2cc(=O)c3c(O)c([C@H]4O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]4O)c(O)cc3o2)cc(O)c1O
904,1337923-73-5,Oc1cc(OC)c(c2c1C(=O)C=C(O2)c1cc(O)c(c(c1)OC)O)[C@@H]1O[C@@H](CO)[C@@H]([C@H]([C@H]1O)O)O,COc1cc(-c2cc(=O)c3c(O)cc(OC)c([C@@H]4O[C@@H](CO)[C@H](O)[C@@H](O)[C@H]4O)c3o2)cc(O)c1O
905,1337923-86-0,Oc1c2C(=O)C=C(Oc2cc(c1[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)OC)c1cc(O)c(c(c1)OC)O,COc1cc(-c2cc(=O)c3c(O)c([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c(OC)cc3o2)cc(O)c1O
906,1337958-11-8,Oc1cc(OC)c(c2c1C(=O)C[C@H](O2)c1ccc(c(c1)O)O)[C@H]1O[C@@H](CO)[C@@H]([C@H]([C@@H]1O)O)O,COc1cc(O)c2c(c1[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O)O[C@H](c1ccc(O)c(O)c1)CC2=O
907,1338471-20-7,O=C1C=C[C@]2(C(=C1)CC[C@@H]1C2=CC[C@]2([C@H]1C[C@@H]1[C@H]2[C@H]([C@]23[N@]1C[C@H](C[C@@H]3O2)C)C)C)C,C[C@H]1C[C@@H]2O[C@@]23[C@H](C)[C@@H]2[C@@H](C[C@H]4[C@@H]5CCC6=CC(=O)C=C[C@]6(C)C5=CC[C@]24C)N3C1
908,1338471-21-8,O=C1C=C[C@@]2(C(=C1)CC[C@@H]1[C@H]2CC[C@]2([C@H]1C[C@H]1[C@@H]2[C@H](C)[C@]23[N@@]1C[C@@H](C[C@@H]3O2)C)C)C,C[C@@H]1C[C@@H]2O[C@@]23[C@@H](C)[C@H]2[C@H](C[C@H]4[C@@H]5CCC6=CC(=O)C=C[C@@]6(C)[C@@H]5CC[C@]24C)N3C1
909,1338558-81-8,C[C@H]1C2=N/C(=C/3\c4[nH]c(c(c4C(=O)O[C@@H]3C(=O)OC)C)/C=C/3\N=C(/C=C/4\N/C(=C\2)/C(=C4C=C)C)C(=C3CC)C=O)/[C@H]1CCC(=O)OC/C=C(\C)/CCC[C@@H](CCC[C@@H](CCCC(C)C)C)C,C=Cc1c(C)c2cc3nc(c4c5[nH]c(cc6nc(cc1[nH]2)C(C=O)=C6CC)c(C)c5C(=O)O[C@@H]4C(=O)OC)[C@@H](CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)[C@H]3C
910,13389-42-9,C(=C\C)/CCCCC,C/C=C/CCCCC
911,13393-64-1,C=CCC/C=C/CCC=C,C=CCC/C=C/CCC=C
912,134-28-1,O=C(C)OC([C@H]1CC2=C([C@@H](CC1)C)CC[C@@H]2C)(C)C,CC(=O)OC(C)(C)[C@@H]1CC[C@@H](C)C2=C(C1)[C@@H](C)CC2
913,134-35-0,OC(=O)[C@H](CCC(=O)O)NC(=O)c1ccc(cc1)NC[C@@H]1N(C2=C(NC1)NC(=NC2=O)N)C,CN1c2c([nH]c(N)nc2=O)NC[C@@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
914,1340492-67-2,C(=C(\CC[C@H]1C(=C)CC[C@@H]2[C@@]1(C)CCC[C@H]2C)/C)/C(=O)OC,C=C1CC[C@H]2[C@H](C)CCC[C@@]2(C)[C@H]1CC/C(C)=C/C(=O)OC
915,1340493-53-9,OC(=O)/C=C(/CC[C@H]1C(=C)CC[C@@H]2[C@@]1(C)CCC[C@H]2C)\C,C=C1CC[C@H]2[C@H](C)CCC[C@@]2(C)[C@H]1CC/C(C)=C/C(=O)O
916,1340586-94-8,Oc1c(O[C@H]2O[C@@H](CO)[C@@H]([C@@H]([C@@H]2O)O)O)cc2c(c1O)C(=O)C[C@H](O2)c1ccc(c(c1)O)O,O=C1C[C@@H](c2ccc(O)c(O)c2)Oc2cc(O[C@H]3O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]3O)c(O)c(O)c21
917,1340586-95-9,Oc1c(O[C@H]2O[C@@H](CO)[C@@H]([C@@H]([C@@H]2O)O)O)cc2c(c1O)C(=O)C[C@H](O2)c1ccc(c(c1)O)O,O=C1C[C@@H](c2ccc(O)c(O)c2)Oc2cc(O[C@H]3O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]3O)c(O)c(O)c21
918,1340586-96-0,Oc1cc(O[C@H]2O[C@@H](CO)[C@H]([C@@H]([C@H]2O)O)O)c(c2c1C(=O)C[C@H](O2)c1ccc(c(c1)O)O)O,O=C1C[C@@H](c2ccc(O)c(O)c2)Oc2c(O)c(O[C@H]3O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c21
919,1340586-97-1,Oc1cc(O[C@H]2O[C@@H](CO)[C@H]([C@@H]([C@H]2O)O)O)c(c2c1C(=O)C[C@H](O2)c1ccc(c(c1)O)O)O,O=C1C[C@@H](c2ccc(O)c(O)c2)Oc2c(O)c(O[C@H]3O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c21
920,13410-45-2,C(CCCCC[C@@H](CC)C)CCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCCCC[C@H](C)CC
921,1341194-20-4,OC(=O)C([C@@H]([C@@]1(C(=O)C=C([C@]21C1=CC(=O)O[C@@H]([C@]1(CC2)C)c1cocc1)C)C)CC(=O)OC)(C)C,COC(=O)C[C@@H](C(C)(C)C(=O)O)[C@]1(C)C(=O)C=C(C)[C@]12CC[C@@]1(C)C2=CC(=O)O[C@@H]1c1ccoc1
922,1341218-04-9,c1ccccc1CCN1C(=O)CC[C@@H](C1=O)NC(=O)C,CC(=O)N[C@H]1CCC(=O)N(CCc2ccccc2)C1=O
923,134174-73-5,O[C@@H]1[C@H](OC(=O)CCC)[C@@H](C)[C@]([C@H]2[C@@]31[C@H](OC(=O)C)O[C@@H](C3=C[C@H](C2)OC)OC(=O)C)(C)C/C=C(/C)\C=C,C=C/C(C)=C\C[C@@]1(C)[C@H](C)[C@@H](OC(=O)CCC)[C@@H](O)[C@]23C(=C[C@@H](OC)C[C@@H]12)[C@@H](OC(C)=O)O[C@H]3OC(C)=O
924,1346458-56-7,OCC(=C)[C@@H]1CC2=C(C(=O)O[C@H]2C[C@@]1(C=C)C)C,C=C[C@@]1(C)C[C@@H]2OC(=O)C(C)=C2C[C@H]1C(=C)CO
925,1346667-89-7,OC[C@H]([C@@H]1C[C@@H]([C@@H]([C@@H]1C(=O)OC)C)O)C(=O)OC,COC(=O)[C@H]1[C@@H](C)[C@@H](O)C[C@H]1[C@@H](CO)C(=O)OC
926,1346750-70-6,O[C@@H]1C[C@H]2C[C@@](C=C)(C)C[C@H]([C@@]2([C@@H]2[C@]1(C(=C)C=CC2=O)C)C)O,C=C[C@@]1(C)C[C@@H]2C[C@@H](O)[C@]3(C)C(=C)C=CC(=O)[C@@H]3[C@@]2(C)[C@H](O)C1
927,1346750-71-7,O[C@H]1C[C@@](C=C)(C)C[C@@H]2[C@@]1(C)[C@H]1C(=O)C=CC(=C)[C@@]1(C)CC2,C=C[C@]1(C)C[C@H]2CC[C@]3(C)C(=C)C=CC(=O)[C@@H]3[C@@]2(C)[C@@H](O)C1
928,1347704-17-9,C=C(C)[C@@H]1CC[C@@]2([C@@H]1[C@H]1CC[C@@H]3[C@]([C@]1(C[C@H]2OC(=O)C)C)(C)CC(=O)[C@H]1[C@@]3(C)CC[C@H](C1(C)C)OC(=O)C)C,C=C(C)[C@@H]1CC[C@]2(C)[C@@H]1[C@H]1CC[C@H]3[C@]4(C)CC[C@@H](OC(C)=O)C(C)(C)[C@H]4C(=O)C[C@]3(C)[C@@]1(C)C[C@H]2OC(C)=O
929,1347704-18-0,O[C@H]1CC[C@@]2([C@@H](C1(C)C)C(=O)C[C@@]1([C@H]2CC[C@@H]2[C@]1(C[C@@H](O)[C@]1([C@H]2[C@@H](C(=C)C)CC1)C)C)C)C,C=C(C)[C@H]1CC[C@]2(C)[C@@H]1[C@@H]1CC[C@H]3[C@]4(C)CC[C@H](O)C(C)(C)[C@H]4C(=O)C[C@@]3(C)[C@]1(C)C[C@H]2O
930,1349169-80-7,OC[C@@]1(CC[C@@]2([C@H](C1)[C@]1(C)[C@@H](O)C[C@@]3([C@@H]([C@@]1(CC2)C)CC[C@]1([C@@H]3CCC(=O)[C@H]1C)C)C)C)C,C[C@@H]1C(=O)CC[C@H]2[C@]1(C)CC[C@H]1[C@@]2(C)C[C@H](O)[C@@]2(C)[C@H]3C[C@](C)(CO)CC[C@@]3(C)CC[C@@]12C
931,134955-62-7,C=C/C(=C\C[C@@]1(C)[C@@H](C)[C@H](OC(=O)CCC)C[C@]23[C@H]1C[C@H](OC)C=C2[C@H](O[C@@H]3OC(=O)C)OC(=O)C)/C,C=C/C(C)=C\C[C@@]1(C)[C@@H](C)[C@H](OC(=O)CCC)C[C@@]23C(=C[C@@H](OC)C[C@@H]12)[C@@H](OC(C)=O)O[C@@H]3OC(C)=O
932,134955-65-0,O[C@H]1[C@H](OC(=O)CCC)[C@@H](C)[C@]([C@H]2[C@]31C(=C[C@H](C2)OC)[C@@H](O[C@H]3OC(=O)C)OC(=O)CCC)(C)C/C=C(/C)\C=C,C=C/C(C)=C\C[C@@]1(C)[C@H](C)[C@@H](OC(=O)CCC)[C@H](O)[C@]23C(=C[C@@H](OC)C[C@@H]12)[C@H](OC(=O)CCC)O[C@H]3OC(C)=O
933,134955-67-2,O[C@@H]1[C@H](C)[C@](C)(C/C=C(/C)\C=C)[C@@H]2[C@]3([C@@H]1OC(=O)C)C(=C[C@H](C2)OC)[C@@H](O[C@H]3OC(=O)C)OC(=O)CCC,C=C/C(C)=C\C[C@]1(C)[C@H]2C[C@H](OC)C=C3[C@H](OC(=O)CCC)O[C@@H](OC(C)=O)[C@@]32[C@H](OC(C)=O)[C@H](O)[C@@H]1C
934,134955-70-7,CC(=O)O[C@H]1[C@@H](OC(=O)CCC)[C@H](C)[C@]([C@H]2[C@@]31C(=C[C@H](C2)OC)[C@@H](O[C@@H]3OC(=O)C)OC(=O)CCC)(C)C/C=C(/C)\C=C,C=C/C(C)=C\C[C@@]1(C)[C@@H](C)[C@H](OC(=O)CCC)[C@H](OC(C)=O)[C@@]23C(=C[C@@H](OC)C[C@@H]12)[C@H](OC(=O)CCC)O[C@@H]3OC(C)=O
935,1350309-43-1,O[C@@H]1CC(=C)[C@]2(C([C@H]1Br)(C)C)CC(=C(CC2)C)Cl,C=C1C[C@@H](O)[C@H](Br)C(C)(C)[C@@]12CCC(C)=C(Cl)C2
936,135043-85-5,Oc1c2c(OC(=CC2=O)c2ccc(c(c2)OC)O)c(c(c1)O[C@@H]1O[C@H](CO)[C@H]([C@H]([C@@H]1O)O)O)OC,COc1cc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]4O)c(OC)c3o2)ccc1O
937,1350701-73-3,O=C1O[C@H]2[C@@H](OC)C=C3[C@H]([C@@H]2c2c1c(OC)c(OC)c(c2)OC)N(C)CC3,COc1cc2c(c(OC)c1OC)C(=O)O[C@@H]1[C@@H]2[C@H]2C(=C[C@@H]1OC)CCN2C
938,1350706-31-8,O[C@]1(c2ccc(cc2[C@@H](CC1)C(C)C)C)C,Cc1ccc2c(c1)[C@H](C(C)C)CC[C@@]2(C)O
939,1350717-32-6,c1ccc(cc1)C(=O)O[C@H]1C=C2CC[N@@]3[C@@H]2[C@H]([C@@H]1OC(=O)c1ccccc1)c1cc2OCOc2cc1C3,O=C(O[C@H]1[C@@H]2c3cc4c(cc3CN3CCC(=C[C@@H]1OC(=O)c1ccccc1)[C@@H]23)OCO4)c1ccccc1
940,1350717-33-7,O[C@@H]1[C@@H](OC(=O)c2ccccc2)C=C2[C@H]3[C@@H]1c1cc4OCOc4cc1C[N@]3CC2,O=C(O[C@H]1C=C2CCN3Cc4cc5c(cc4[C@H]([C@@H]1O)[C@H]23)OCO5)c1ccccc1
941,1350967-87-1,OC(=O)c1c(O)ccc2c1[C@H](O)[C@H](OC2=O)C,C[C@H]1OC(=O)c2ccc(O)c(C(=O)O)c2[C@@H]1O
942,1351230-33-5,C(=C\[C@@]12O[C@@]2(C)[C@H]2[C@@H](C(=O)C1(C)C)O2)/C(=O)C,CC(=O)/C=C/[C@]12O[C@@]1(C)[C@@H]1O[C@@H]1C(=O)C2(C)C
943,1352042-34-2,O[C@@]12C(=O)[C@@]3(C(=O)[C@@]2(CC=C(C)C)C[C@H](C[C@@H]1C(=C)C)C3(C)C)[C@@H](CC(=O)OC)c1ccccc1,C=C(C)[C@H]1C[C@H]2C[C@]3(CC=C(C)C)C(=O)[C@@]([C@@H](CC(=O)OC)c4ccccc4)(C(=O)[C@]13O)C2(C)C
944,1352042-35-3,c1ccc(cc1)[C@H]([C@@]12c3occ(c3C(=O)[C@](C1=O)(CC=C(C)C)C[C@@H](C2(C)C)CC=C(C)C)C(C)C)CC(=O)OC,COC(=O)C[C@H](c1ccccc1)[C@@]12C(=O)[C@@](CC=C(C)C)(C[C@H](CC=C(C)C)C1(C)C)C(=O)c1c(C(C)C)coc12
945,1352486-73-7,O[C@@H]1[C@H](O[C@H]2O[C@H](C)[C@H]([C@@H]([C@H]2O)O)O)[C@H](O[C@@H]([C@@H]1O[C@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O)CO)O[C@@H]1CC2=CC[C@@H]3[C@@H]([C@]2(CC1)C)CC[C@]1([C@@H]3C[C@H]2[C@H]1[C@@H](C)[C@]1(O2)NC[C@@H](CC1)C)C,C[C@@H]1CC[C@]2(NC1)O[C@H]1C[C@@H]3[C@@H]4CC=C5C[C@@H](O[C@H]6O[C@H](CO)[C@H](O[C@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)[C@H](O)[C@@H]6O[C@H]6O[C@H](C)[C@@H](O)[C@H](O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@@H]1[C@H]2C
946,1352486-74-8,CC(=O)O[C@H]1[C@@H](OC(=O)C)[C@@H](O[C@@H]([C@@H]1OC(=O)C)C)O[C@@H]1[C@H](O[C@@H]([C@@H]([C@H]1OC(=O)C)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1OC(=O)C)OC(=O)C)OC(=O)C)O[C@H]1CC2=CC[C@@H]3[C@@H]([C@]2(CC1)C)CC[C@]1([C@@H]3C[C@@H]2[C@H]1[C@@H](C)[C@]1(O2)N(C(=O)C)C[C@@H](CC1)C)C)COC(=O)C,CC(=O)OC[C@H]1O[C@H](O[C@@H]2CC[C@@]3(C)C(=CC[C@H]4[C@H]5C[C@H]6O[C@@]7(CC[C@@H](C)CN7C(C)=O)[C@H](C)[C@H]6[C@@]5(C)CC[C@@H]43)C2)[C@H](O[C@@H]2O[C@@H](C)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]2OC(C)=O)[C@@H](OC(C)=O)[C@@H]1O[C@@H]1O[C@H](C)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O
947,1352917-35-1,Oc1c(OC)cc(c(c1C(=O)OCc1ccccc1)OC)c1cc(OC)c(c(c1OC)C(=O)OCc1ccccc1)O,COc1cc(-c2cc(OC)c(O)c(C(=O)OCc3ccccc3)c2OC)c(OC)c(C(=O)OCc2ccccc2)c1O
948,13544-37-1,O=C1Oc2cc(OCC=C(C)C)c(cc2C=C1)OC,COc1cc2ccc(=O)oc2cc1OCC=C(C)C
949,135463-05-7,Oc1ccc(cc1O)/C=C\C(=O)OC[C@H]1O[C@H](OCCc2ccc(c(c2)O)O)[C@@H]([C@@H]([C@@H]1O)O[C@H]1OC[C@]([C@@H]1O)(O)CO)O,O=C(/C=C\c1ccc(O)c(O)c1)OC[C@H]1O[C@H](OCCc2ccc(O)c(O)c2)[C@H](O)[C@H](O[C@H]2OC[C@](O)(CO)[C@@H]2O)[C@@H]1O
950,1355078-77-1,Oc1cccc2c1C(=O)c1c(C2=O)c(O)c2c(c1O)ccc(c2)CCC,CCCc1ccc2c(O)c3c(c(O)c2c1)C(=O)c1cccc(O)c1C3=O
951,1355078-78-2,O=C1c2c(cc3c(c2)c(OC)ccc3)C(=O)c2c1ccc(c2)CCC,CCCc1ccc2c(c1)C(=O)c1cc3cccc(OC)c3cc1C2=O
952,1355078-79-3,O[C@]1(CC2=C(CC1)C(=O)c1c(C2=O)cc2c(c1)c(OC)ccc2)CCC,CCC[C@@]1(O)CCC2=C(C1)C(=O)c1cc3cccc(OC)c3cc1C2=O
953,1355078-80-6,Oc1c2c(C(=O)c3c(C2=O)cccc3O)c(c2c1[C@@H](C(=O)OC)[C@](C[C@@H]2O)(O)CCC)O,CCC[C@]1(O)C[C@H](O)c2c(O)c3c(c(O)c2[C@H]1C(=O)OC)C(=O)c1cccc(O)c1C3=O
954,1356-73-6,Oc1c(OC)cc2c(c1)CC[N@@]1[C@@H]2Cc2c(C1)c(OC)c(cc2)O,COc1cc2c(cc1O)CCN1Cc3c(ccc(O)c3OC)C[C@H]21
955,1356489-62-7,c1c(OC)c(OC)cc2c1-c1c3OCOc3c(c3c1[C@@H](C2)[N@@+](CC3)([O])C)OC,COc1cc2c(cc1OC)-c1c3c(c(OC)c4c1[C@@H](C2)[N@+](C)([O])CC4)OCO3
956,1356680-71-1,Oc1c(OC)c(OC)cc2-c3c4OCOc4c(c4c3[C@H](Cc12)NCC4)OC,COc1cc2c(c(O)c1OC)C[C@@H]1NCCc3c(OC)c4c(c-2c31)OCO4
957,1356681-07-6,c1c(OC)c(OC)cc2c1-c1c3OCOc3cc3c1[C@@H](C2)[N@@+](CC3)([O])C,COc1cc2c(cc1OC)-c1c3c(cc4c1[C@@H](C2)[N@+](C)([O])CC4)OCO3
958,13567-40-3,O=C1C[C@@]23[C@H](C([C@@H]([C@@H]1C)C3)(C)C)CC[C@@H]2C,C[C@@H]1C(=O)C[C@@]23C[C@H]1C(C)(C)[C@@H]2CC[C@@H]3C
959,13567-41-4,O[C@H]1C(=C)[C@@H]2C[C@]3(C1)[C@H](C2(C)C)CC[C@@H]3C,C=C1[C@H](O)C[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@@H]3C
960,13567-44-7,O[C@@H]1C[C@@]23[C@H](C([C@@H]([C@H]1C)C3)(C)C)CC[C@@H]2C,C[C@H]1[C@H](O)C[C@@]23C[C@H]1C(C)(C)[C@@H]2CC[C@@H]3C
961,13567-51-6,C=C1C(=O)C[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@@H]3C,C=C1C(=O)C[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@@H]3C
962,13567-54-9,C[C@H]1CC[C@@H]2[C@]31CC[C@H]([C@@H](C3)C2(C)C)C,C[C@@H]1CC[C@]23C[C@H]1C(C)(C)[C@@H]2CC[C@@H]3C
963,135683-73-7,O[C@@]1(CO)[C@@H]2CC[C@H]3[C@](C1)(C2)CC[C@@H]1[C@@]3(C)CCC(=O)C1(C)C,CC1(C)C(=O)CC[C@]2(C)[C@H]1CC[C@@]13C[C@@H](CC[C@@H]12)[C@@](O)(CO)C3
964,1356907-18-0,Oc1ccc(nc1C)CCCCCC[C@@H](CCCCCO)O,Cc1nc(CCCCCC[C@H](O)CCCCCO)ccc1O
965,1356907-21-5,Oc1ccc(nc1C)CCCCCCC[C@@H](CCCCO)O,Cc1nc(CCCCCCC[C@H](O)CCCCO)ccc1O
966,1356907-25-9,Oc1ccc(nc1C)CCCC(=O)OC,COC(=O)CCCc1ccc(O)c(C)n1
967,1356907-28-2,Oc1ccc(nc1C)CCCCCC[C@@H](CCCCC)O,CCCCC[C@@H](O)CCCCCCc1ccc(O)c(C)n1
968,1356907-30-6,Oc1ccc(nc1C)CCCCCCC[C@@H](CCCC)O,CCCC[C@@H](O)CCCCCCCc1ccc(O)c(C)n1
969,1357585-41-1,OC[C@@H]1O[C@H](O[C@H]2C(=O)C[C@]3([C@@H](C2)[C@H](O)C[C@H]2[C@H]3CC[C@]3([C@H]2C[C@@H]2[C@@H]3[C@H](C)[C@@]3(O2)OC[C@H](CC3)C)C)C)[C@H]([C@@H]([C@H]1O)O[C@@H]1O[C@@H](CO)[C@@H]([C@@H]([C@H]1O)O[C@H]1O[C@@H](CO)[C@@H]([C@@H]([C@@H]1O)O)O)O)O[C@H]1O[C@@H](CO)[C@@H]([C@H]([C@@H]1O)O[C@H]1O[C@@H](CO)[C@@H]([C@H]([C@@H]1O)O)O)O,C[C@H]1CC[C@@]2(OC1)O[C@@H]1C[C@H]3[C@H]4C[C@@H](O)[C@@H]5C[C@@H](O[C@H]6O[C@@H](CO)[C@H](O)[C@@H](O[C@@H]7O[C@@H](CO)[C@H](O)[C@H](O[C@H]8O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]8O)[C@H]7O)[C@@H]6O[C@H]6O[C@@H](CO)[C@H](O)[C@@H](O[C@H]7O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]7O)[C@@H]6O)C(=O)C[C@]5(C)[C@@H]4CC[C@]3(C)[C@H]1[C@@H]2C
970,1358-95-8,Oc1c(OC)c(OC)cc2-c3c4OCOc4cc4c3[C@@H](Cc12)N(C)CC4,COc1cc2c(c(O)c1OC)C[C@@H]1c3c(cc4c(c3-2)OCO4)CCN1C
971,135820-80-3,OC[C@@H]1O[C@@H](O[C@H](C)CC[C@H]2C(=CC(=O)CC2(C)C)C)[C@@H]([C@@H]([C@@H]1O)O)O,CC1=CC(=O)CC(C)(C)[C@H]1CC[C@@H](C)O[C@@H]1O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]1O
972,1360147-96-1,O[C@@H]1[C@@]2(OC(=O)C)[C@@H](OC(=O)CC)[C@]34O[C@@]5(O[C@@]3(CC(=O)OC)[C@@](C)([C@H](c3cocc3)OC(=O)C)C[C@@H]([C@@]4([C@@]3([C@]2(C[C@@]1(C)[C@H]3CC(=O)OC)O)C)O5)OC(=O)C)C,CCC(=O)O[C@@H]1[C@]2(OC(C)=O)[C@@H](O)[C@@]3(C)C[C@]2(O)[C@](C)([C@@H]3CC(=O)OC)[C@]23O[C@@]4(C)O[C@](CC(=O)OC)([C@@]12O4)[C@@](C)([C@@H](OC(C)=O)c1ccoc1)C[C@@H]3OC(C)=O
973,136033-39-1,O[C@@H](CCCCCCCCCCCCC1=C[C@@H](OC1=O)C)[C@H]1O[C@@H](CC1)[C@@H]1O[C@@H](CC1)[C@H](CCCCCCCCCC)O,CCCCCCCCCC[C@H](O)[C@@H]1CC[C@H]([C@@H]2CC[C@@H]([C@@H](O)CCCCCCCCCCCCC3=C[C@H](C)OC3=O)O2)O1
974,1360432-13-8,Oc1c2c(OC(=O)c3c(C2=O)c(OC)cc(c3)OC)cc(c1)C,COc1cc(OC)c2c(=O)c3c(O)cc(C)cc3oc(=O)c2c1
975,1362113-38-9,Oc1c2C(=O)C=C(Oc2c(c(c1)O)[C@H]1C(=O)c2c(O)cc(cc2O[C@@H]1c1ccc(cc1)O)O)c1ccc(c(c1)O)O[C@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O,O=C1c2c(O)cc(O)cc2O[C@H](c2ccc(O)cc2)[C@H]1c1c(O)cc(O)c2c(=O)cc(-c3ccc(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c(O)c3)oc12
976,1362696-11-4,c1c(OC)ccc(c1)C(=O)CCc1ccc(c(c1OC)OC)OC,COc1ccc(C(=O)CCc2ccc(OC)c(OC)c2OC)cc1
977,1363568-96-0,O[C@H]1C=C2[C@@](C3=CC(=O)O[C@@H]([C@@]13C)c1cocc1)(OC1=CC(=O)C([C@@H]([C@@]21C)CC(=O)OC)(C)C)C,COC(=O)C[C@H]1C(C)(C)C(=O)C=C2O[C@@]3(C)C(=C[C@H](O)[C@@]4(C)C3=CC(=O)O[C@@H]4c3ccoc3)[C@@]21C
