,Nome,SMILES,SMILES_Canonic
0,100-06-1,c1c(OC)ccc(c1)C(=O)C,COc1ccc(C(C)=O)cc1
1,100-09-4,OC(=O)c1ccc(cc1)OC,COc1ccc(C(=O)O)cc1
2,100-41-4,c1ccc(cc1)CC,CCc1ccccc1
3,100-42-5,C=Cc1ccccc1,C=Cc1ccccc1
4,100-47-0,c1ccccc1C#N,N#Cc1ccccc1
5,100-51-6,OCc1ccccc1,OCc1ccccc1
6,100-53-8,SCc1ccccc1,SCc1ccccc1
7,1000006-45-0,C(=C\c1cc(OC)c2c(c1)OCO2)/C(=O)OC,COC(=O)/C=C/c1cc(OC)c2c(c1)OCO2
8,1000819-42-0,O[C@H](CC[C@@H]([C@@H](CO)N)O)/C=C\CCCCCCCCCC,CCCCCCCCCC/C=C\[C@H](O)CC[C@H](O)[C@H](N)CO
9,10012-48-3,Oc1cc(c(cc1C(C)C)OC)C,COc1cc(C(C)C)c(O)cc1C
10,100198-09-2,O[C@H](C(C)(C)O)[C@H](C[C@H](C)[C@@H]1CC[C@]2([C@@]1(C)CC[C@@H]1C2=CC[C@@H]2[C@]1(C)CCC(=O)C2(C)C)C)O,C[C@@H](C[C@H](O)[C@H](O)C(C)(C)O)[C@@H]1CC[C@]2(C)C3=CC[C@H]4C(C)(C)C(=O)CC[C@]4(C)[C@@H]3CC[C@@]12C
11,1002-43-3,C(CCCCCC[C@@H](CC)C)C,CCCCCCCC[C@H](C)CC
12,1002-84-2,OC(=O)CCCCCCCCCCCCCC,CCCCCCCCCCCCCCC(=O)O
13,1003-04-9,O=C1CSCC1,O=C1CCSC1
14,10031-87-5,O=C(C)OCC(CC)CC,CCC(CC)COC(C)=O
15,100312-76-3,C(=C\[C@H](S(=O)(=O)C)C)/C,C/C=C/[C@@H](C)S(C)(=O)=O
16,10032-13-0,O=C(CC(C)C)OCCCCCC,CCCCCCOC(=O)CC(C)C
17,10032-15-2,O=C([C@H](CC)C)OCCCCCC,CCCCCCOC(=O)[C@@H](C)CC
18,1004979-07-0,O[C@H]1CC[C@]2([C@H](C1(C)C)CC(=O)c1c2ccc(c1)C(C)C)C,CC(C)c1ccc2c(c1)C(=O)C[C@H]1C(C)(C)[C@@H](O)CC[C@]21C
19,1005177-20-7,C(=C)C1=C[C@]23C(C)(C)[C@@H]4C[C@@]2(C(C1)(C)C)[C@H]3C4,C=CC1=C[C@@]23[C@@H]4C[C@@H](C[C@@]42C(C)(C)C1)C3(C)C
20,1005247-85-7,C=C([C@H]1CC2=C(C)[C@@H](OC(=O)C)C(=O)C[C@@]2(CC1)C)C,C=C(C)[C@@H]1CC[C@@]2(C)CC(=O)[C@H](OC(C)=O)C(C)=C2C1
21,10056-14-1,Oc1cc(OC)c(c(c1)C(=O)OC)C(=O)c1c(O)cc(cc1OC)C,COC(=O)c1cc(O)cc(OC)c1C(=O)c1c(O)cc(C)cc1OC
22,100664-47-9,OC(=O)C(=C)[C@H]1CC[C@]2([C@H](C1)C(=C)[C@H](CC2)O)C,C=C(C(=O)O)[C@H]1CC[C@]2(C)CC[C@H](O)C(=C)[C@H]2C1
23,100668-51-7,OC[C@@]1(C)[C@H]2CCC3=C[C@@](CC[C@@H]3[C@@]2(C)CC[C@@H]1O)(C=C)C,C=C[C@@]1(C)C=C2CC[C@@H]3[C@](C)(CO)[C@@H](O)CC[C@]3(C)[C@H]2CC1
24,10067-28-4,OC/C(=C\CCC(=C)[C@@H]1CC=C(CC1)C)/C,C=C(CC/C=C(/C)CO)[C@@H]1CC=C(C)CC1
25,10067-29-5,OC/C(=C/CCC(=C)[C@H]1CC=C(CC1)C)/C,C=C(CC/C=C(\C)CO)[C@H]1CC=C(C)CC1
26,1007220-57-6,Oc1c(O)ccc(c1)C(=O)[C@]12C(=C(C(=O)[C@@](C1=O)(CC=C(C)C)C[C@@H](C2(C)C)C[C@H](CCC(=C)C)C(=C)C)CC=C(C)C)O,C=C(C)CC[C@@H](C[C@H]1C[C@]2(CC=C(C)C)C(=O)C(CC=C(C)C)=C(O)[C@@](C(=O)c3ccc(O)c(O)c3)(C2=O)C1(C)C)C(=C)C
27,1007220-58-7,Oc1c(O)ccc(c1)C(=O)[C@@]12C(=O)C(=C([C@](C1=O)(CC=C(C)C)C[C@@H](C2(C)C)C[C@H](CCC(=C)C)C(=C)C)O)CC=C(C)C,C=C(C)CC[C@@H](C[C@H]1C[C@]2(CC=C(C)C)C(=O)[C@@](C(=O)c3ccc(O)c(O)c3)(C(=O)C(CC=C(C)C)=C2O)C1(C)C)C(=C)C
28,1007370-71-9,Oc1ccc(c(c1)O)c1oc2c(c1C)ccc(c2)OC,COc1ccc2c(C)c(-c3ccc(O)cc3O)oc2c1
29,1007370-74-2,Oc1cc(OC)ccc1[C@H]1C(=O)c2c(O)cc(cc2OC1)O,COc1ccc([C@@H]2COc3cc(O)cc(O)c3C2=O)c(O)c1
30,10075-50-0,Brc1ccc2c(c1)cc[nH]2,Brc1ccc2[nH]ccc2c1
31,100760-04-1,O[C@@H](C)c1ccc(cc1)Br,C[C@H](O)c1ccc(Br)cc1
32,1008797-75-8,O[C@]1(c2ccccc2OC)c2ccc3c(c2[C@H]2O[C@H]1CC2)C(=O)C(=C(N3)C)OC,COc1ccccc1[C@@]1(O)c2ccc3[nH]c(C)c(OC)c(=O)c3c2[C@@H]2CC[C@@H]1O2
33,1009642-55-0,c1c(OC)c(OC)c(cc1[C@@H]1O[C@H]([C@@H]([C@@H]1C)C)c1cc(OC)c2c(c1)OCO2)OC,COc1cc([C@@H]2O[C@@H](c3cc(OC)c4c(c3)OCO4)[C@H](C)[C@@H]2C)cc(OC)c1OC
34,1009642-58-3,c1c(OC)c2OCOc2cc1[C@@H]1O[C@@H]([C@H]([C@H]1C)C)c1cc(OC)c2c(c1)OCO2,COc1cc([C@H]2O[C@@H](c3cc(OC)c4c(c3)OCO4)[C@H](C)[C@@H]2C)cc2c1OCO2
35,101-41-7,O=C(Cc1ccccc1)OC,COC(=O)Cc1ccccc1
36,101-97-3,O=C(Cc1ccccc1)OCC,CCOC(=O)Cc1ccccc1
37,1010398-36-3,OC[C@H]1CN[C@]2(CC1)O[C@@H]1[C@@H]([C@H]2C)[C@]2([C@H](C1)[C@@H]1CC=C3[C@@]([C@H]1CC2)(C)CC[C@H](C3)O[C@@H]1O[C@@H](CO)[C@@H]([C@@H]([C@H]1O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@@H]1O)O)O)O)O[C@H]1O[C@@H](C)[C@@H]([C@H]([C@@H]1O)O)O)C,C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@@H]3CC[C@]4(C)C(=CC[C@H]5[C@H]6C[C@@H]7O[C@]8(CC[C@@H](CO)CN8)[C@H](C)[C@H]7[C@]6(C)CC[C@@H]54)C3)O[C@@H](CO)[C@H](O[C@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]3O)[C@@H]2O)[C@@H](O)[C@H](O)[C@H]1O
38,1011710-89-6,Oc1c2C(=O)OC(=Cc2cc2c1c(O[C@@H]1O[C@@H](CO)[C@H]([C@H]([C@@H]1O)O)O)cc(c2)OC)C,COc1cc(O[C@@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)c2c(O)c3c(=O)oc(C)cc3cc2c1
39,1011714-98-9,OC(=O)c1ccccc1C(=O)O[C@H]1CC[C@]2([C@@H](C1(C)C)CC[C@]1([C@@H]2CC=C2[C@@]1(C)CC[C@]1([C@@H]2[C@H](C)[C@H](CC1)C)C)C)C,C[C@@H]1[C@@H](C)CC[C@@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)c6ccccc6C(=O)O)C(C)(C)[C@H]5CC[C@@]43C)[C@@H]12
40,1011715-00-6,OC(=O)c1ccccc1C(=O)O[C@@H]1CC[C@]2([C@H](C1(C)C)CC[C@]1([C@@H]2CC=C2[C@@]1(C)CC[C@]1([C@H]2CC(CC1)(C)C)C)C)C,CC1(C)CC[C@@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@@H](OC(=O)c6ccccc6C(=O)O)C(C)(C)[C@@H]5CC[C@@]43C)[C@@H]2C1
41,1013-69-0,Oc1cc2OC(=CC(=O)c2c(c1)O)C,Cc1cc(=O)c2c(O)cc(O)cc2o1
42,101427-55-8,C=C/C=C(/CC/C=C(/CCC=C(C)C)\C)\C,C=C/C=C(\C)CC/C=C(\C)CCC=C(C)C
43,10143-23-4,OC[C@@H]([C@@H](CC)C)C,CC[C@@H](C)[C@@H](C)CO
44,101489-38-7,OCC[C@@]1(O)CC[C@@H](CC1)O,OCC[C@]1(O)CC[C@@H](O)CC1
45,10152-62-2,O=C(CCCCCCC[C@H]1[C@H](C1)CCCCCCCC)OC,CCCCCCCC[C@H]1C[C@H]1CCCCCCCC(=O)OC
46,101527-78-0,O=C(C)OC/C(=C\[C@@H]1C2=C(C)CC[C@@H]2[C@@H](CC1)C)/C,CC(=O)OC/C(C)=C\[C@H]1CC[C@@H](C)[C@H]2CCC(C)=C12
47,101528-04-5,O[C@@]1(C)C[C@@H](OC(=O)C)C2=C(C(=O)O/C/2=C/[C@]2(O[C@]1(O)CC2)C)COC,COCC1=C2/C(=C\[C@]3(C)CC[C@@](O)(O3)[C@@](C)(O)C[C@H]2OC(C)=O)OC1=O
48,101554-99-8,C(C[C@@H](CCCCCCC[C@H](CCCC)C)C)CCCCCCCCCC,CCCCCCCCCCCC[C@H](C)CCCCCCC[C@@H](C)CCCC
49,1017682-25-5,C=CCc1ccc(c(c1)OC)OC(=O)c1ccccc1F,C=CCc1ccc(OC(=O)c2ccccc2F)c(OC)c1
50,1017682-26-6,C=CCc1ccc(c(c1)OC)OC(=O)c1ccc(cc1)F,C=CCc1ccc(OC(=O)c2ccc(F)cc2)c(OC)c1
51,1017682-28-8,C=CCc1ccc(c(c1)OC)OC(=O)c1cccc(c1)Cl,C=CCc1ccc(OC(=O)c2cccc(Cl)c2)c(OC)c1
52,1017682-31-3,C=CCc1ccc(c(c1)OC)OC(=O)c1ccc(cc1)C,C=CCc1ccc(OC(=O)c2ccc(C)cc2)c(OC)c1
53,1019-45-0,c1cc(OC)cc2c1[nH]cc2CCN(C)C,COc1ccc2[nH]cc(CCN(C)C)c2c1
54,101915-51-9,O[C@H]1CC[C@]2([C@H](C1(C)C)CC[C@@]1([C@H]2CC=C2[C@]1(CC[C@]1([C@H]2[C@H](C)[C@H](CC1)C)C)C)C)C,C[C@H]1[C@H]2C3=CC[C@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@]2(C)CC[C@@H]1C
55,101959-31-3,Oc1ccc(cc1)/C=C/C(=O)OCCCCCCCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCCCCCCCOC(=O)/C=C/c1ccc(O)cc1
56,102-32-9,OC(=O)Cc1ccc(c(c1)O)O,O=C(O)Cc1ccc(O)c(O)c1
57,102-37-4,Oc1ccc(cc1O)/C=C/C(=O)OCC,CCOC(=O)/C=C/c1ccc(O)c(O)c1
58,1020151-77-2,OC1=C(C(=O)c2ccccc2)C(=O)[C@@]2(C(=O)[C@H]1C(C)(C)[C@@H](C2)CC=C(C)C)CC=C(C)C,CC(C)=CC[C@@H]1C[C@]2(CC=C(C)C)C(=O)C(C(=O)c3ccccc3)=C(O)[C@@H](C2=O)C1(C)C
59,1020409-02-2,c1ccc(cc1)C(=O)[C@H](C(C)(C)C=C)C(=O)c1ccc2c(c1OC)C=CC(O2)(C)C,C=CC(C)(C)[C@@H](C(=O)c1ccccc1)C(=O)c1ccc2c(c1OC)C=CC(C)(C)O2
60,10208-80-7,C1=C(C)[C@H]2[C@H]([C@H](C1)C(C)C)C=C(CC2)C,CC1=C[C@H]2[C@@H](C(C)C)CC=C(C)[C@@H]2CC1
61,10211-78-6,c1c(OC)c(OC)cc2c1C=C1N(C2=O)CCc2c1cc(OC)c(c2)OC,COc1cc2c(cc1OC)-c1cc3cc(OC)c(OC)cc3c(=O)n1CC2
62,10219-71-3,OC([C@@H]1CCC2=CCC[C@H]([C@]2(C1)C)C)(C)C,C[C@@H]1CCC=C2CC[C@@H](C(C)(C)O)C[C@@]21C
63,10219-75-7,C=C([C@H]1CCC2=CCC[C@H]([C@@]2(C1)C)C)C,C=C(C)[C@H]1CCC2=CCC[C@@H](C)[C@]2(C)C1
64,1021946-00-8,Oc1cc(O[C@H]2O[C@@H](CO)[C@H]([C@@H]([C@H]2O)O)O)cc2c1C(=O)C[C@H](O2)c1ccc(c(c1)O)O,O=C1C[C@@H](c2ccc(O)c(O)c2)Oc2cc(O[C@H]3O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c21
65,102208-64-0,Oc1cc(O[C@@H]2O[C@@H](CO[C@@H]3O[C@@H](C)[C@@H]([C@H]([C@@H]3O)O)O)[C@H]([C@@H]([C@H]2O)O)O)cc2c1C(=O)C=C(O2)c1cc(OC)c(c(c1)OC)O,COc1cc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc(OC)c1O
66,10233-13-3,O=C(CCCCCCCCCCC)OC(C)C,CCCCCCCCCCCC(=O)OC(C)C
67,10235-63-9,O=C(C)OC1(C)CCC(=C(C)C)CC1,CC(=O)OC1(C)CCC(=C(C)C)CC1
68,10236-16-5,C(=C(\CCC[C@H](CCC[C@H](CCCC(C)C)C)C)/C)/COC(=O)C,CC(=O)OC/C=C(\C)CCC[C@@H](C)CCC[C@@H](C)CCCC(C)C
69,10236-47-2,Oc1cc(O[C@H]2O[C@H](CO)[C@@H]([C@H]([C@H]2O[C@H]2O[C@H](C)[C@@H]([C@H]([C@@H]2O)O)O)O)O)cc2c1C(=O)C[C@H](O2)c1ccc(cc1)O,C[C@H]1O[C@H](O[C@H]2[C@@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O
70,1023755-03-4,Oc1ccc(cc1OC)/C=C/C(=O)O[C@@H]1[C@H](O[C@]([C@@H]1O)(O[C@H]1O[C@@H](CO)[C@H]([C@@H]([C@H]1O)O)O)COC(=O)/C=C/c1ccc(c(c1)OC)O)COC(=O)/C=C/c1ccc(c(c1)OC)O,COc1cc(/C=C/C(=O)OC[C@H]2O[C@@](COC(=O)/C=C/c3ccc(O)c(OC)c3)(O[C@H]3O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@@H]2OC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O
71,10267-14-8,OC(=O)[C@]1(C)CCC[C@]2([C@@H]1CCC(=C)[C@@H]2CCc1cocc1)C,C=C1CC[C@H]2[C@](C)(CCC[C@@]2(C)C(=O)O)[C@H]1CCc1ccoc1
72,102694-33-7,O[C@@H]1CC(=O)c2c3[C@@H]1c1ccc(c4c1[C@@H](c3ccc2O)[C@H](CC4=O)O)O,O=C1C[C@@H](O)[C@H]2c3ccc(O)c4c3[C@@H](c3ccc(O)c1c32)[C@@H](O)CC4=O
73,1027967-61-8,Oc1ccc(cc1OC)/C=C/C(=O)OC(CO)CO,COc1cc(/C=C/C(=O)OC(CO)CO)ccc1O
74,10284-63-6,O[C@@H]1[C@@H](O)[C@H](OC)[C@@H]([C@H]([C@@H]1O)O)O,CO[C@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)[C@H]1O
75,102989-24-2,O[C@H](CCCCCCCCCC[C@H](CC1=C[C@@H](OC1=O)C)O)[C@H]1O[C@@H](CC1)[C@@H]1O[C@H](CC1)[C@@H](CCCCCCCCCC)O,CCCCCCCCCC[C@@H](O)[C@H]1CC[C@H]([C@@H]2CC[C@@H]([C@H](O)CCCCCCCCCC[C@@H](O)CC3=C[C@H](C)OC3=O)O2)O1
76,103-09-3,O=C(C)OC[C@H](CCCC)CC,CCCC[C@H](CC)COC(C)=O
77,103-23-1,O=C(CCCCC(=O)OC[C@H](CCCC)CC)OC[C@H](CCCC)CC,CCCC[C@H](CC)COC(=O)CCCCC(=O)OC[C@@H](CC)CCCC
78,103-25-3,O=C(CCc1ccccc1)OC,COC(=O)CCc1ccccc1
79,103-28-6,O=C(C(C)C)OCc1ccccc1,CC(C)C(=O)OCc1ccccc1
80,103-37-7,O=C(CCC)OCc1ccccc1,CCCC(=O)OCc1ccccc1
81,103-38-8,O=C(CC(C)C)OCc1ccccc1,CC(C)CC(=O)OCc1ccccc1
82,103-45-7,O=C(C)OCCc1ccccc1,CC(=O)OCCc1ccccc1
83,103-52-6,O=C(CCC)OCCc1ccccc1,CCCC(=O)OCCc1ccccc1
84,103-54-8,C(=C\COC(=O)C)/c1ccccc1,CC(=O)OC/C=C/c1ccccc1
85,103-82-2,OC(=O)Cc1ccccc1,O=C(O)Cc1ccccc1
86,1030593-81-7,OC(=O)C1=CO[C@@H]([C@@H]([C@@H]1C[C@@H]1c2[nH]c3c(c2CCN1)cccc3)C=C)O[C@@H]1O[C@@H]([C@@H]([C@@H]([C@H]1O)O)O[C@H]1[C@H](O)[C@@H](O[C@@H]([C@H]1O)CO)O[C@]1(O[C@H]([C@@H]([C@@H]1O)O)CO)CO)CO,C=C[C@H]1[C@@H](O[C@@H]2O[C@H](CO)[C@H](O[C@H]3[C@H](O)[C@H](O[C@@]4(CO)O[C@@H](CO)[C@H](O)[C@@H]4O)O[C@H](CO)[C@H]3O)[C@H](O)[C@H]2O)OC=C(C(=O)O)[C@H]1C[C@H]1NCCc2c1[nH]c1ccccc21
87,103065-20-9,OS(=O)(=O)O[C@H]1C[C@@H]2[C@H]3CC[C@H]([C@@]3(C)CC[C@H]2[C@@]2([C@H]1C[C@H]([C@H](C2)OS(=O)(=O)O)OS(=O)(=O)O)C)[C@H](CC[C@@H](C(C)(C)C)C)C,C[C@@H](CC[C@H](C)C(C)(C)C)[C@@H]1CC[C@@H]2[C@H]3C[C@H](OS(=O)(=O)O)[C@@H]4C[C@@H](OS(=O)(=O)O)[C@@H](OS(=O)(=O)O)C[C@]4(C)[C@@H]3CC[C@@]21C
88,103102-81-4,Oc1cc(O[C@H]2O[C@@H](CO[C@@H]3O[C@@H](C)[C@@H]([C@H]([C@@H]3O)O)O)[C@H]([C@@H]([C@H]2O)O)O)cc2c1C(=O)C(=C(O2)c1ccc(cc1)O)O,C[C@@H]1O[C@@H](OC[C@@H]2O[C@H](Oc3cc(O)c4c(=O)c(O)c(-c5ccc(O)cc5)oc4c3)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@H]1O
89,10314-90-6,O[C@H]1C[C@H]2[C@@]([C@@H]3[C@]1(C)[C@]14O[C@@H]4C(=O)O[C@@H]([C@@]1(CC3)C)c1cocc1)(C=CC(=O)C2(C)C)C,CC1(C)C(=O)C=C[C@@]2(C)[C@@H]1C[C@H](O)[C@]1(C)[C@@H]2CC[C@@]2(C)[C@@H](c3ccoc3)OC(=O)[C@H]3O[C@@]312
90,103188-48-3,Oc1cc(/C=C/C(=O)NCCc2ccc(cc2)O)ccc1O,O=C(/C=C/c1ccc(O)c(O)c1)NCCc1ccc(O)cc1
91,10323-20-3,OC[C@@H]([C@H]([C@@H](C=O)O)O)O,O=C[C@@H](O)[C@H](O)[C@@H](O)CO
92,10326-41-7,OC(=O)[C@H](C)O,C[C@H](O)C(=O)O
93,10340-23-5,OCC/C=C\CCCCC,CCCCC/C=C\CCO
94,1034180-73-8,OC(=O)CC(=O)O[C@H]1C[C@@]2(O[C@](C=C)(C)CC[C@H]2[C@@]2([C@@H]1C(C)(C)CCC2)C)C,C=C[C@@]1(C)CC[C@H]2[C@@]3(C)CCCC(C)(C)[C@@H]3[C@@H](OC(=O)CC(=O)O)C[C@]2(C)O1
95,103425-19-0,OC(=O)/C=C(/CC[C@H]1C(=C)CC[C@@H]2[C@]1(C)CCCC2(C)C)\C,C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1CC/C(C)=C/C(=O)O
96,10348-47-7,O[C@H](CC(C)C)C(=O)OCC,CCOC(=O)[C@H](O)CC(C)C
97,10351-88-9,c1c(OC)c(OC)cc(c1)C[C@H]([C@@H](Cc1ccc(c(c1)OC)OC)COC)COC,COC[C@H](Cc1ccc(OC)c(OC)c1)[C@H](COC)Cc1ccc(OC)c(OC)c1
98,103592-04-7,OC(=O)[C@@]12CC[C@@]3([C@@H]([C@H]2[C@H](CC1)C(=O)C)CC[C@@H]1[C@@]3(C)CC[C@H]2[C@]1(CCC(=O)C2(C)C)C)C,CC(=O)[C@H]1CC[C@@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@H]4[C@]5(C)CCC(=O)C(C)(C)[C@H]5CC[C@]43C)[C@@H]12
99,1036734-97-0,OC[C@]12CC[C@@]3(C(=CC[C@@H]4[C@]3(C)CC[C@@H]3[C@]4(C)CC[C@@H](C3(C)C)OC(=O)CCCCCCCCCCCCC)[C@@H]2CC(CC1)(C)C)C,CCCCCCCCCCCCCC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@@]3(C)[C@H]2CC=C2[C@@H]4CC(C)(C)CC[C@]4(CO)CC[C@]23C)C1(C)C
100,1037034-68-6,Oc1ccc(cc1)C1=C(O[C@@H]2O[C@@H](C)[C@@H]([C@@H]([C@@H]2O)OC(=O)c2cc(O)c(c(c2)O)OC)O)C(=O)c2c(O1)cc(cc2O)O,COc1c(O)cc(C(=O)O[C@@H]2[C@H](O)[C@H](Oc3c(-c4ccc(O)cc4)oc4cc(O)cc(O)c4c3=O)O[C@@H](C)[C@@H]2O)cc1O
101,10371-86-5,c1c(OC)cc2c(c1)[nH]c1c2c(c2c(c1C)ccnc2)C,COc1ccc2[nH]c3c(C)c4ccncc4c(C)c3c2c1
102,1037251-20-9,c1ccc(cc1)C(=O)O[C@@H]1CC2=CC=C3C(=CC[C@@]4([C@@H]3CC[C@H]4[C@@H](C)/C=C/[C@H](C(C)C)C)C)[C@@]2(CC1)C,CC(C)[C@H](C)/C=C/[C@H](C)[C@@H]1CC[C@@H]2C3=CC=C4C[C@@H](OC(=O)c5ccccc5)CC[C@@]4(C)C3=CC[C@]21C
103,10376-50-8,OC(=O)[C@]12[C@H]([C@H](CC1)C(=C)C)[C@@H]1CC[C@@H]3[C@]([C@@]1(CC2)C)(C)CC[C@H]1[C@@]3(C)CC[C@H](C1(C)C)OC(=O)C,C=C(C)[C@H]1CC[C@@]2(C(=O)O)CC[C@]3(C)[C@@H](CC[C@H]4[C@]5(C)CC[C@@H](OC(C)=O)C(C)(C)[C@H]5CC[C@@]43C)[C@@H]12
104,103772-05-0,CCCCCCCCCCCC(=O)c1cc(C(=O)CCCCCCCCCCC)cc(c1)C(=O)CCCCCCCCCCC,CCCCCCCCCCCC(=O)c1cc(C(=O)CCCCCCCCCCC)cc(C(=O)CCCCCCCCCCC)c1
105,103772-06-1,c1c(cc(cc1C(=O)CCCCCCCCCCC)C(=O)CCCCCCCCCCC)C(=O)CCCCCCCCCCCCC,CCCCCCCCCCCCCC(=O)c1cc(C(=O)CCCCCCCCCCC)cc(C(=O)CCCCCCCCCCC)c1
106,103772-44-7,O[C@@H]1CCC(=C)[C@@]23[C@@]1(C)CC[C@](O2)([C@@](C3)(C)CCC(=O)C(C)C)O,C=C1CC[C@@H](O)[C@]2(C)CC[C@]3(O)O[C@@]12C[C@]3(C)CCC(=O)C(C)C
107,10378-01-5,OCCCCCCCC/C=C\CCCCCC,CCCCCC/C=C\CCCCCCCCO
108,103805-58-9,c1c(OC)cc(cc1/C=C/c1ccc2c(c1)C=CC(O2)(C)C)OC,COc1cc(/C=C/c2ccc3c(c2)C=CC(C)(C)O3)cc(OC)c1
109,103883-03-0,Oc1cc(O)c2c(c1)O[C@@]1([C@@H]([C@H]2c2c(O1)cc(c1c2O[C@@H](c2ccc(c(c2)O)O)[C@H](C1)O)O)O)c1ccc(c(c1)O)O,Oc1cc(O)c2c(c1)O[C@@]1(c3ccc(O)c(O)c3)Oc3cc(O)c4c(c3[C@@H]2[C@H]1O)O[C@@H](c1ccc(O)c(O)c1)[C@@H](O)C4
110,1039007-73-2,Oc1ccc(cc1O)/C=C/C(=O)O[C@@H]1[C@@H](O)[C@@H](OC(=O)/C=C/c2ccc(c(c2)OC)O)C[C@@](C1)(O)C(=O)O,COc1cc(/C=C/C(=O)O[C@H]2C[C@@](O)(C(=O)O)C[C@H](OC(=O)/C=C/c3ccc(O)c(O)c3)[C@H]2O)ccc1O
111,103904-73-0,OC(=O)c1c(O)cccc1CCCCCCC/C=C\C/C=C\CC=C,C=CC/C=C\C/C=C\CCCCCCCc1cccc(O)c1C(=O)O
112,103904-74-1,OC(=O)c1c(O)cccc1CCCCCCC/C=C\C/C=C\CCC,CCC/C=C\C/C=C\CCCCCCCc1cccc(O)c1C(=O)O
113,10395-33-2,OC(=O)C[C@H](CC[C@@H]1C(=C)CC[C@@H]2[C@]1(C)CCCC2(C)C)C,C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@@H]1CC[C@H](C)CC(=O)O
114,104-20-1,c1c(OC)ccc(c1)CCC(=O)C,COc1ccc(CCC(C)=O)cc1
115,104-46-1,C(=C\C)/c1ccc(cc1)OC,C/C=C/c1ccc(OC)cc1
116,104-50-7,O=C1O[C@H](CC1)CCCC,CCCC[C@H]1CCC(=O)O1
117,104-51-8,c1ccc(cc1)CCCC,CCCCc1ccccc1
118,104-53-0,C(=O)CCc1ccccc1,O=CCCc1ccccc1
119,104-55-2,C(=O)/C=C/c1ccccc1,O=C/C=C/c1ccccc1
120,104-57-4,C(=O)OCc1ccccc1,O=COCc1ccccc1
121,104-61-0,O=C1O[C@H](CC1)CCCCC,CCCCC[C@H]1CCC(=O)O1
122,104-76-7,OC[C@H](CCCC)CC,CCCC[C@H](CC)CO
123,104-87-0,Cc1ccc(cc1)C=O,Cc1ccc(C=O)cc1
124,104006-82-8,Oc1ccc(cc1)/C=C/C(=O)O[C@@H]1CCC([C@@H]2[C@@]1(C)[C@H](C=O)C(=CC2)C=O)(C)C,CC1(C)CC[C@@H](OC(=O)/C=C/c2ccc(O)cc2)[C@]2(C)[C@H](C=O)C(C=O)=CC[C@H]12
125,10402-33-2,C=CCc1ccc(c(c1)OC)OC(=O)Cc1ccccc1,C=CCc1ccc(OC(=O)Cc2ccccc2)c(OC)c1
126,1040739-44-3,O[C@@]12O[C@@]([C@@H](C1)OC)(C)C[C@@H]([C@@H]1[C@H]([C@@H]3[C@]2(O3)C)OC(=O)C1=C)OC(=O)C(C)C,C=C1C(=O)O[C@@H]2[C@H]1[C@@H](OC(=O)C(C)C)C[C@]1(C)O[C@](O)(C[C@H]1OC)[C@]1(C)O[C@H]21
127,10408-15-8,C=C(CCCC(=O)C)C,C=C(C)CCCC(C)=O
128,104121-84-8,OC[C@H](C/C=C(/CCC=C(C)C)\C)C(=C)C,C=C(C)[C@H](CO)C/C=C(\C)CCC=C(C)C
129,10417-94-4,OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O
130,104188-24-1,C[C@H]1CC[C@@H]2[C@@]31CC[C@@]1([C@H]([C@H]3C2(C)C)O1)C,C[C@H]1CC[C@H]2C(C)(C)[C@@H]3[C@@H]4O[C@]4(C)CC[C@]123
131,104188-25-2,C1=C(C)CC[C@]23[C@H]1OC([C@@H]2CC[C@@H]3C)(C)C,CC1=C[C@@H]2OC(C)(C)[C@@H]3CC[C@H](C)[C@@]23CC1
