,Index,Nome,SMILES
0,10450,CAS_NuBBE_jxlly,O=C1O[C@H](C(=C1O)O)[C@@H](O)CO
1,9459,CAS_NuBBE_jxlly,O=C1O[C@H](C(=C1O)O)[C@@H](O)CO
2,11380,CAS_NuBBE_jxlly,O=C1O[C@H](C(=C1O)O)[C@@H](O)CO
3,9937,CAS_NuBBE_jxlmb,O=C[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO
4,8068,CAS_NuBBE_jxlmb,O=C[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO
5,11245,CAS_NuBBE_jxlmb,O=C[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO
6,9473,CAS_NuBBE_jxlmb,O=C[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO
7,7033,CAS_NuBBE_jxlmb,O=C[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO
8,10470,CAS_NuBBE_jxlmb,O=C[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO
9,14094,CAS_NuBBE_jxlmb,O=C[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO
10,11791,CAS_NuBBE_jxlmb,O=C[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO
11,8031,CAS_NuBBE_jxlor,O=C(O)CCCN
12,10414,CAS_NuBBE_jxlor,O=C(O)CCCN
13,11789,CAS_NuBBE_jxlox,O=C(O)CN
14,8064,CAS_NuBBE_jxlox,O=C(O)CN
15,10466,CAS_NuBBE_jxlox,O=C(O)CN
16,7031,CAS_NuBBE_jxlox,O=C(O)CN
17,10405,CAS_NuBBE_jxloy,O=C(O)[C@@H](N)C
18,11770,CAS_NuBBE_jxloy,O=C(O)[C@@H](N)C
19,8028,CAS_NuBBE_jxloy,O=C(O)[C@@H](N)C
20,8044,CAS_NuBBE_jxloz,O=C(O)[C@H](N)CO
21,11775,CAS_NuBBE_jxloz,O=C(O)[C@H](N)CO
22,10425,CAS_NuBBE_jxloz,O=C(O)[C@H](N)CO
25,11763,CAS_NuBBE_jxlpj,O=C(O)[C@H](N)CC(=O)O
23,8017,CAS_NuBBE_jxlpj,O=C(O)[C@H](N)CC(=O)O
24,10393,CAS_NuBBE_jxlpj,O=C(O)[C@H](N)CC(=O)O
26,11768,CAS_NuBBE_jxlpk,O=C(O)[C@H](N)CCC(=O)N
27,10396,CAS_NuBBE_jxlpk,O=C(O)[C@H](N)CCC(=O)N
28,8022,CAS_NuBBE_jxlpk,O=C(O)[C@H](N)CCC(=O)N
29,11762,CAS_NuBBE_jxlpl,O=C(O)[C@H](N)CCC(=O)O
30,8014,CAS_NuBBE_jxlpl,O=C(O)[C@H](N)CCC(=O)O
31,10390,CAS_NuBBE_jxlpl,O=C(O)[C@H](N)CCC(=O)O
32,10472,CAS_NuBBE_jxlpm,O=C(O)[C@H](N)CCCCN
33,11793,CAS_NuBBE_jxlpm,O=C(O)[C@H](N)CCCCN
34,8071,CAS_NuBBE_jxlpm,O=C(O)[C@H](N)CCCCN
43,10388,CAS_NuBBE_jxlpu,O=C(O)CCCCCCCCCCCCCCC
36,14355,CAS_NuBBE_jxlpu,O=C(O)CCCCCCCCCCCCCCC
35,14115,CAS_NuBBE_jxlpu,O=C(O)CCCCCCCCCCCCCCC
37,15411,CAS_NuBBE_jxlpu,O=C(O)CCCCCCCCCCCCCCC
39,12674,CAS_NuBBE_jxlpu,O=C(O)CCCCCCCCCCCCCCC
44,11129,CAS_NuBBE_jxlpu,O=C(O)CCCCCCCCCCCCCCC
50,11761,CAS_NuBBE_jxlpu,O=C(O)CCCCCCCCCCCCCCC
47,7515,CAS_NuBBE_jxlpu,O=C(O)CCCCCCCCCCCCCCC
40,7828,CAS_NuBBE_jxlpu,O=C(O)CCCCCCCCCCCCCCC
41,12907,CAS_NuBBE_jxlpu,O=C(O)CCCCCCCCCCCCCCC
45,12923,CAS_NuBBE_jxlpu,O=C(O)CCCCCCCCCCCCCCC
46,8013,CAS_NuBBE_jxlpu,O=C(O)CCCCCCCCCCCCCCC
48,11574,CAS_NuBBE_jxlpu,O=C(O)CCCCCCCCCCCCCCC
42,13661,CAS_NuBBE_jxlpu,O=C(O)CCCCCCCCCCCCCCC
38,12652,CAS_NuBBE_jxlpu,O=C(O)CCCCCCCCCCCCCCC
49,7897,CAS_NuBBE_jxlpu,O=C(O)CCCCCCCCCCCCCCC
59,10651,CAS_NuBBE_jxlpu,O=C(O)CCCCCCCCCCCCCCC
56,9501,CAS_NuBBE_jxlpu,O=C(O)CCCCCCCCCCCCCCC
52,10267,CAS_NuBBE_jxlpu,O=C(O)CCCCCCCCCCCCCCC
61,7381,CAS_NuBBE_jxlpu,O=C(O)CCCCCCCCCCCCCCC
55,9034,CAS_NuBBE_jxlpu,O=C(O)CCCCCCCCCCCCCCC
60,7490,CAS_NuBBE_jxlpu,O=C(O)CCCCCCCCCCCCCCC
57,13950,CAS_NuBBE_jxlpu,O=C(O)CCCCCCCCCCCCCCC
51,8537,CAS_NuBBE_jxlpu,O=C(O)CCCCCCCCCCCCCCC
53,14923,CAS_NuBBE_jxlpu,O=C(O)CCCCCCCCCCCCCCC
54,9073,CAS_NuBBE_jxlpu,O=C(O)CCCCCCCCCCCCCCC
58,8423,CAS_NuBBE_jxlpu,O=C(O)CCCCCCCCCCCCCCC
62,8924,CAS_NuBBE_jxlpu,O=C(O)CCCCCCCCCCCCCCC
63,14180,CAS_NuBBE_jxlpu,O=C(O)CCCCCCCCCCCCCCC
65,14124,CAS_NuBBE_jxlpu,O=C(O)CCCCCCCCCCCCCCC
66,9429,CAS_NuBBE_jxlpu,O=C(O)CCCCCCCCCCCCCCC
64,11941,CAS_NuBBE_jxlpu,O=C(O)CCCCCCCCCCCCCCC
80,12655,CAS_NuBBE_jxlpv,O=C(O)CCCCCCCCCCCCCCCCC
72,8466,CAS_NuBBE_jxlpv,O=C(O)CCCCCCCCCCCCCCCCC
79,9451,CAS_NuBBE_jxlpv,O=C(O)CCCCCCCCCCCCCCCCC
73,9050,CAS_NuBBE_jxlpv,O=C(O)CCCCCCCCCCCCCCCCC
85,13951,CAS_NuBBE_jxlpv,O=C(O)CCCCCCCCCCCCCCCCC
77,7527,CAS_NuBBE_jxlpv,O=C(O)CCCCCCCCCCCCCCCCC
67,12908,CAS_NuBBE_jxlpv,O=C(O)CCCCCCCCCCCCCCCCC
69,13662,CAS_NuBBE_jxlpv,O=C(O)CCCCCCCCCCCCCCCCC
71,11777,CAS_NuBBE_jxlpv,O=C(O)CCCCCCCCCCCCCCCCC
76,14116,CAS_NuBBE_jxlpv,O=C(O)CCCCCCCCCCCCCCCCC
81,12675,CAS_NuBBE_jxlpv,O=C(O)CCCCCCCCCCCCCCCCC
78,14360,CAS_NuBBE_jxlpv,O=C(O)CCCCCCCCCCCCCCCCC
83,10669,CAS_NuBBE_jxlpv,O=C(O)CCCCCCCCCCCCCCCCC
84,8046,CAS_NuBBE_jxlpv,O=C(O)CCCCCCCCCCCCCCCCC
86,8932,CAS_NuBBE_jxlpv,O=C(O)CCCCCCCCCCCCCCCCC
87,7389,CAS_NuBBE_jxlpv,O=C(O)CCCCCCCCCCCCCCCCC
70,15413,CAS_NuBBE_jxlpv,O=C(O)CCCCCCCCCCCCCCCCC
68,11947,CAS_NuBBE_jxlpv,O=C(O)CCCCCCCCCCCCCCCCC
82,11136,CAS_NuBBE_jxlpv,O=C(O)CCCCCCCCCCCCCCCCC
75,10427,CAS_NuBBE_jxlpv,O=C(O)CCCCCCCCCCCCCCCCC
74,14125,CAS_NuBBE_jxlpv,O=C(O)CCCCCCCCCCCCCCCCC
88,11790,CAS_NuBBE_jxlqh,O=C([C@@H](O)[C@@H](O)[C@@H](O)CO)CO
89,8066,CAS_NuBBE_jxlqh,O=C([C@@H](O)[C@@H](O)[C@@H](O)CO)CO
90,11182,CAS_NuBBE_jxlqh,O=C([C@@H](O)[C@@H](O)[C@@H](O)CO)CO
91,9470,CAS_NuBBE_jxlqh,O=C([C@@H](O)[C@@H](O)[C@@H](O)CO)CO
92,10468,CAS_NuBBE_jxlqh,O=C([C@@H](O)[C@@H](O)[C@@H](O)CO)CO
93,7359,CAS_NuBBE_jxlqi,O1[C@H](O[C@]2(O[C@H]([C@@H]([C@@H]2O)O)CO)CO)[C@H](O)[C@H]([C@@H]([C@H]1CO)O)O
94,9436,CAS_NuBBE_jxlqi,O1[C@H](O[C@]2(O[C@H]([C@@H]([C@@H]2O)O)CO)CO)[C@H](O)[C@H]([C@@H]([C@H]1CO)O)O
95,8024,CAS_NuBBE_jxlqi,O1[C@H](O[C@]2(O[C@H]([C@@H]([C@@H]2O)O)CO)CO)[C@H](O)[C@H]([C@@H]([C@H]1CO)O)O
96,11805,CAS_NuBBE_jxlqi,O1[C@H](O[C@]2(O[C@H]([C@@H]([C@@H]2O)O)CO)CO)[C@H](O)[C@H]([C@@H]([C@H]1CO)O)O
97,10399,CAS_NuBBE_jxlqi,O1[C@H](O[C@]2(O[C@H]([C@@H]([C@@H]2O)O)CO)CO)[C@H](O)[C@H]([C@@H]([C@H]1CO)O)O
98,11172,CAS_NuBBE_jxlqi,O1[C@H](O[C@]2(O[C@H]([C@@H]([C@@H]2O)O)CO)CO)[C@H](O)[C@H]([C@@H]([C@H]1CO)O)O
99,11769,CAS_NuBBE_jxlqi,O1[C@H](O[C@]2(O[C@H]([C@@H]([C@@H]2O)O)CO)CO)[C@H](O)[C@H]([C@@H]([C@H]1CO)O)O
101,14677,CAS_NuBBE_jxlqv,O[C@H]1CC2=CC[C@H]3[C@@H]([C@]2(CC1)C)CC[C@@]1([C@@H]3CC[C@@H]1[C@@H](CCCC(C)C)C)C
102,8348,CAS_NuBBE_jxlqv,O[C@H]1CC2=CC[C@H]3[C@@H]([C@]2(CC1)C)CC[C@@]1([C@@H]3CC[C@@H]1[C@@H](CCCC(C)C)C)C
100,9042,CAS_NuBBE_jxlqv,O[C@H]1CC2=CC[C@H]3[C@@H]([C@]2(CC1)C)CC[C@@]1([C@@H]3CC[C@@H]1[C@@H](CCCC(C)C)C)C
103,10262,CAS_NuBBE_jxlra,O=C1N(C(=O)c2c(N1C)ncn2C)C
104,15138,CAS_NuBBE_jxlra,O=C1N(C(=O)c2c(N1C)ncn2C)C
105,8834,CAS_NuBBE_jxlra,O=C1N(C(=O)c2c(N1C)ncn2C)C
106,13952,CAS_NuBBE_jxlra,O=C1N(C(=O)c2c(N1C)ncn2C)C
107,12219,CAS_NuBBE_jxlra,O=C1N(C(=O)c2c(N1C)ncn2C)C
108,14096,CAS_NuBBE_jxlrr,O=C[C@@H](O)[C@@H](O)[C@@H](O)CO
109,9935,CAS_NuBBE_jxlrr,O=C[C@@H](O)[C@@H](O)[C@@H](O)CO
110,14132,CAS_NuBBE_jxlrs,Cl[C@@H]1[C@@H](Cl)[C@H](Cl)[C@@H]([C@H]([C@H]1Cl)Cl)Cl
111,11390,CAS_NuBBE_jxlrs,Cl[C@@H]1[C@@H](Cl)[C@H](Cl)[C@@H]([C@H]([C@H]1Cl)Cl)Cl
112,10389,CAS_NuBBE_jxlrz,O1c2c(c(c(c(c2C)C)O)C)CC[C@]1(CCC[C@@H](CCC[C@@H](CCCC(C)C)C)C)C
113,7689,CAS_NuBBE_jxlrz,O1c2c(c(c(c(c2C)C)O)C)CC[C@]1(CCC[C@@H](CCC[C@@H](CCCC(C)C)C)C)C
114,9933,CAS_NuBBE_jxlsb,O=C[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO
115,14092,CAS_NuBBE_jxlsb,O=C[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO
120,13908,CAS_NuBBE_jxlst,OCCc1ccccc1
121,9315,CAS_NuBBE_jxlst,OCCc1ccccc1
116,9496,CAS_NuBBE_jxlst,OCCc1ccccc1
117,15222,CAS_NuBBE_jxlst,OCCc1ccccc1
118,12272,CAS_NuBBE_jxlst,OCCc1ccccc1
119,11573,CAS_NuBBE_jxlst,OCCc1ccccc1
122,10433,CAS_NuBBE_jxlsu,O=C(O)[C@H](N)Cc1ccc(cc1)O
123,8048,CAS_NuBBE_jxlsu,O=C(O)[C@H](N)Cc1ccc(cc1)O
124,11779,CAS_NuBBE_jxlsu,O=C(O)[C@H](N)Cc1ccc(cc1)O
125,9458,CAS_NuBBE_jxltc,O=C(O)CCCCCCC/C=C\C/C=C\CCCCC
135,14114,CAS_NuBBE_jxltc,O=C(O)CCCCCCC/C=C\C/C=C\CCCCC
136,11948,CAS_NuBBE_jxltc,O=C(O)CCCCCCC/C=C\C/C=C\CCCCC
128,11137,CAS_NuBBE_jxltc,O=C(O)CCCCCCC/C=C\C/C=C\CCCCC
129,7534,CAS_NuBBE_jxltc,O=C(O)CCCCCCC/C=C\C/C=C\CCCCC
133,11781,CAS_NuBBE_jxltc,O=C(O)CCCCCCC/C=C\C/C=C\CCCCC
137,13652,CAS_NuBBE_jxltc,O=C(O)CCCCCCC/C=C\C/C=C\CCCCC
131,8937,CAS_NuBBE_jxltc,O=C(O)CCCCCCC/C=C\C/C=C\CCCCC
127,8055,CAS_NuBBE_jxltc,O=C(O)CCCCCCC/C=C\C/C=C\CCCCC
134,12647,CAS_NuBBE_jxltc,O=C(O)CCCCCCC/C=C\C/C=C\CCCCC
132,10677,CAS_NuBBE_jxltc,O=C(O)CCCCCCC/C=C\C/C=C\CCCCC
126,15402,CAS_NuBBE_jxltc,O=C(O)CCCCCCC/C=C\C/C=C\CCCCC
130,7390,CAS_NuBBE_jxltc,O=C(O)CCCCCCC/C=C\C/C=C\CCCCC
138,10449,CAS_NuBBE_jxltc,O=C(O)CCCCCCC/C=C\C/C=C\CCCCC
139,12905,CAS_NuBBE_jxltc,O=C(O)CCCCCCC/C=C\C/C=C\CCCCC
140,8018,CAS_NuBBE_jxltv,O=C(O)[C@H](N)CC(C)C
141,10394,CAS_NuBBE_jxltv,O=C(O)[C@H](N)CC(C)C
142,11766,CAS_NuBBE_jxltv,O=C(O)[C@H](N)CC(C)C
143,11771,CAS_NuBBE_jxluh,S(CC[C@@H](N)C(=O)O)C
144,8029,CAS_NuBBE_jxluh,S(CC[C@@H](N)C(=O)O)C
145,10412,CAS_NuBBE_jxluh,S(CC[C@@H](N)C(=O)O)C
147,10457,CAS_NuBBE_jxlul,O=C(O)[C@H](N)Cc1ccccc1
148,11784,CAS_NuBBE_jxlul,O=C(O)[C@H](N)Cc1ccccc1
146,8059,CAS_NuBBE_jxlul,O=C(O)[C@H](N)Cc1ccccc1
149,8925,CAS_NuBBE_jxlvc,O=C(O)c1ccccc1
150,10652,CAS_NuBBE_jxlvc,O=C(O)c1ccccc1
151,13643,CAS_NuBBE_jxlvc,O=C(O)c1ccccc1
152,9117,CAS_NuBBE_jxlve,O=CCCCCC
153,15111,CAS_NuBBE_jxlve,O=CCCCCC
154,7922,CAS_NuBBE_jxlve,O=CCCCCC
155,10442,CAS_NuBBE_jxlve,O=CCCCCC
156,15212,CAS_NuBBE_jxlve,O=CCCCCC
157,9342,CAS_NuBBE_jxlve,O=CCCCCC
158,15579,CAS_NuBBE_jxlve,O=CCCCCC
159,8559,CAS_NuBBE_jxlve,O=CCCCCC
160,11933,CAS_NuBBE_jxlwt,O[C@H]([C@@H](O)[C@H](O)CO)[C@H](O)CO
161,14678,CAS_NuBBE_jxlwt,O[C@H]([C@@H](O)[C@H](O)CO)[C@H](O)CO
162,14270,CAS_NuBBE_jxlwt,O[C@H]([C@@H](O)[C@H](O)CO)[C@H](O)CO
163,7630,CAS_NuBBE_jxlwu,O=C(O)c1c(O)cccc1
164,14332,CAS_NuBBE_jxlwu,O=C(O)c1c(O)cccc1
165,12292,CAS_NuBBE_jxlwu,O=C(O)c1c(O)cccc1
166,8016,CAS_NuBBE_jxlxc,O=C(O)[C@H](N)CCCN
167,10391,CAS_NuBBE_jxlxc,O=C(O)[C@H](N)CCCN
169,11782,CAS_NuBBE_jxlxd,O=C(O)[C@@H](N)CC(=O)N
170,8057,CAS_NuBBE_jxlxd,O=C(O)[C@@H](N)CC(=O)N
168,10455,CAS_NuBBE_jxlxd,O=C(O)[C@@H](N)CC(=O)N
171,8070,CAS_NuBBE_jxlxh,O=C(O)[C@H](N)Cc1nc[nH]c1
172,11792,CAS_NuBBE_jxlxh,O=C(O)[C@H](N)Cc1nc[nH]c1
173,10471,CAS_NuBBE_jxlxh,O=C(O)[C@H](N)Cc1nc[nH]c1
174,8035,CAS_NuBBE_jxlxx,O=C(O)[C@H](N)C(C)C
175,11774,CAS_NuBBE_jxlxx,O=C(O)[C@H](N)C(C)C
176,10419,CAS_NuBBE_jxlxx,O=C(O)[C@H](N)C(C)C
178,8058,CAS_NuBBE_jxlxy,O=C(O)[C@H](N)[C@@H](O)C
179,10456,CAS_NuBBE_jxlxy,O=C(O)[C@H](N)[C@@H](O)C
177,11783,CAS_NuBBE_jxlxy,O=C(O)[C@H](N)[C@@H](O)C
180,10446,CAS_NuBBE_jxlyj,O=C(O)[C@H](N)[C@@H](CC)C
181,11780,CAS_NuBBE_jxlyj,O=C(O)[C@H](N)[C@@H](CC)C
182,8052,CAS_NuBBE_jxlyj,O=C(O)[C@H](N)[C@@H](CC)C
183,10395,CAS_NuBBE_jxlyp,O=C(O)[C@H](N)CCCNC(=N)N
184,8020,CAS_NuBBE_jxlyp,O=C(O)[C@H](N)CCCNC(=N)N
185,11767,CAS_NuBBE_jxlyp,O=C(O)[C@H](N)CCCNC(=N)N
201,13602,CAS_NuBBE_jxmaz,O=C1[C@@]2(C([C@H](C1)CC2)(C)C)C
200,8693,CAS_NuBBE_jxmaz,O=C1[C@@]2(C([C@H](C1)CC2)(C)C)C
199,9954,CAS_NuBBE_jxmaz,O=C1[C@@]2(C([C@H](C1)CC2)(C)C)C
194,13219,CAS_NuBBE_jxmaz,O=C1[C@@]2(C([C@H](C1)CC2)(C)C)C
186,12747,CAS_NuBBE_jxmaz,O=C1[C@@]2(C([C@H](C1)CC2)(C)C)C
191,15476,CAS_NuBBE_jxmaz,O=C1[C@@]2(C([C@H](C1)CC2)(C)C)C
192,7942,CAS_NuBBE_jxmaz,O=C1[C@@]2(C([C@H](C1)CC2)(C)C)C
193,11103,CAS_NuBBE_jxmaz,O=C1[C@@]2(C([C@H](C1)CC2)(C)C)C
202,13225,CAS_NuBBE_jxmaz,O=C1[C@@]2(C([C@H](C1)CC2)(C)C)C
187,8247,CAS_NuBBE_jxmaz,O=C1[C@@]2(C([C@H](C1)CC2)(C)C)C
196,8416,CAS_NuBBE_jxmaz,O=C1[C@@]2(C([C@H](C1)CC2)(C)C)C
197,13361,CAS_NuBBE_jxmaz,O=C1[C@@]2(C([C@H](C1)CC2)(C)C)C
198,15437,CAS_NuBBE_jxmaz,O=C1[C@@]2(C([C@H](C1)CC2)(C)C)C
203,15012,CAS_NuBBE_jxmaz,O=C1[C@@]2(C([C@H](C1)CC2)(C)C)C
204,12213,CAS_NuBBE_jxmaz,O=C1[C@@]2(C([C@H](C1)CC2)(C)C)C
195,9490,CAS_NuBBE_jxmaz,O=C1[C@@]2(C([C@H](C1)CC2)(C)C)C
190,10523,CAS_NuBBE_jxmaz,O=C1[C@@]2(C([C@H](C1)CC2)(C)C)C
189,14459,CAS_NuBBE_jxmaz,O=C1[C@@]2(C([C@H](C1)CC2)(C)C)C
188,14849,CAS_NuBBE_jxmaz,O=C1[C@@]2(C([C@H](C1)CC2)(C)C)C
208,8477,CAS_NuBBE_jxmbe,O=C(O[C@H]1[C@]2(C([C@@H](C1)CC2)(C)C)C)C
205,9754,CAS_NuBBE_jxmbe,O=C(O[C@H]1[C@]2(C([C@@H](C1)CC2)(C)C)C)C
207,14252,CAS_NuBBE_jxmbe,O=C(O[C@H]1[C@]2(C([C@@H](C1)CC2)(C)C)C)C
206,9455,CAS_NuBBE_jxmbe,O=C(O[C@H]1[C@]2(C([C@@H](C1)CC2)(C)C)C)C
211,14552,CAS_NuBBE_jxmbe,O=C(O[C@H]1[C@]2(C([C@@H](C1)CC2)(C)C)C)C
210,14845,CAS_NuBBE_jxmbe,O=C(O[C@H]1[C@]2(C([C@@H](C1)CC2)(C)C)C)C
212,7865,CAS_NuBBE_jxmbe,O=C(O[C@H]1[C@]2(C([C@@H](C1)CC2)(C)C)C)C
209,7668,CAS_NuBBE_jxmbe,O=C(O[C@H]1[C@]2(C([C@@H](C1)CC2)(C)C)C)C
213,11452,CAS_NuBBE_jxmbx,O=C(O)[C@@]12[C@@H](C3=CC[C@H]4[C@]([C@]3(CC1)C)(CC[C@@H]1[C@@]4(CC[C@H](C1(C)C)O)C)C)[C@@H]([C@H](CC2)C)C
214,12309,CAS_NuBBE_jxmbx,O=C(O)[C@@]12[C@@H](C3=CC[C@H]4[C@]([C@]3(CC1)C)(CC[C@@H]1[C@@]4(CC[C@H](C1(C)C)O)C)C)[C@@H]([C@H](CC2)C)C
215,14283,CAS_NuBBE_jxmbx,O=C(O)[C@@]12[C@@H](C3=CC[C@H]4[C@]([C@]3(CC1)C)(CC[C@@H]1[C@@]4(CC[C@H](C1(C)C)O)C)C)[C@@H]([C@H](CC2)C)C
216,13712,CAS_NuBBE_jxmbx,O=C(O)[C@@]12[C@@H](C3=CC[C@H]4[C@]([C@]3(CC1)C)(CC[C@@H]1[C@@]4(CC[C@H](C1(C)C)O)C)C)[C@@H]([C@H](CC2)C)C
217,14061,CAS_NuBBE_jxmbx,O=C(O)[C@@]12[C@@H](C3=CC[C@H]4[C@]([C@]3(CC1)C)(CC[C@@H]1[C@@]4(CC[C@H](C1(C)C)O)C)C)[C@@H]([C@H](CC2)C)C
218,14070,CAS_NuBBE_jxmbx,O=C(O)[C@@]12[C@@H](C3=CC[C@H]4[C@]([C@]3(CC1)C)(CC[C@@H]1[C@@]4(CC[C@H](C1(C)C)O)C)C)[C@@H]([C@H](CC2)C)C
219,13688,CAS_NuBBE_jxmbx,O=C(O)[C@@]12[C@@H](C3=CC[C@H]4[C@]([C@]3(CC1)C)(CC[C@@H]1[C@@]4(CC[C@H](C1(C)C)O)C)C)[C@@H]([C@H](CC2)C)C
220,11936,CAS_NuBBE_jxmbx,O=C(O)[C@@]12[C@@H](C3=CC[C@H]4[C@]([C@]3(CC1)C)(CC[C@@H]1[C@@]4(CC[C@H](C1(C)C)O)C)C)[C@@H]([C@H](CC2)C)C
221,13967,CAS_NuBBE_jxmbx,O=C(O)[C@@]12[C@@H](C3=CC[C@H]4[C@]([C@]3(CC1)C)(CC[C@@H]1[C@@]4(CC[C@H](C1(C)C)O)C)C)[C@@H]([C@H](CC2)C)C
222,8836,CAS_NuBBE_jxmbx,O=C(O)[C@@]12[C@@H](C3=CC[C@H]4[C@]([C@]3(CC1)C)(CC[C@@H]1[C@@]4(CC[C@H](C1(C)C)O)C)C)[C@@H]([C@H](CC2)C)C
223,9566,CAS_NuBBE_jxmby,O[C@]1([C@@H]2C([C@@H]3[C@](C2)(CC1)[C@H](CC3)C)(C)C)C
224,9397,CAS_NuBBE_jxmby,O[C@]1([C@@H]2C([C@@H]3[C@](C2)(CC1)[C@H](CC3)C)(C)C)C
225,10423,CAS_NuBBE_jxmck,O=C(O)C(O)(CC(=O)O)CC(=O)O
226,8040,CAS_NuBBE_jxmck,O=C(O)C(O)(CC(=O)O)CC(=O)O
236,14448,CAS_NuBBE_jxmcx,O[C@@](C=C)(CCC=C(C)C)C
232,14982,CAS_NuBBE_jxmcx,O[C@@](C=C)(CCC=C(C)C)C
249,11471,CAS_NuBBE_jxmcx,O[C@@](C=C)(CCC=C(C)C)C
230,10696,CAS_NuBBE_jxmcx,O[C@@](C=C)(CCC=C(C)C)C
231,15514,CAS_NuBBE_jxmcx,O[C@@](C=C)(CCC=C(C)C)C
237,12121,CAS_NuBBE_jxmcx,O[C@@](C=C)(CCC=C(C)C)C
233,14738,CAS_NuBBE_jxmcx,O[C@@](C=C)(CCC=C(C)C)C
234,7911,CAS_NuBBE_jxmcx,O[C@@](C=C)(CCC=C(C)C)C
242,10921,CAS_NuBBE_jxmcx,O[C@@](C=C)(CCC=C(C)C)C
228,12441,CAS_NuBBE_jxmcx,O[C@@](C=C)(CCC=C(C)C)C
227,15581,CAS_NuBBE_jxmcx,O[C@@](C=C)(CCC=C(C)C)C
254,12610,CAS_NuBBE_jxmcx,O[C@@](C=C)(CCC=C(C)C)C
250,9855,CAS_NuBBE_jxmcx,O[C@@](C=C)(CCC=C(C)C)C
241,12470,CAS_NuBBE_jxmcx,O[C@@](C=C)(CCC=C(C)C)C
251,7784,CAS_NuBBE_jxmcx,O[C@@](C=C)(CCC=C(C)C)C
248,7962,CAS_NuBBE_jxmcx,O[C@@](C=C)(CCC=C(C)C)C
243,9166,CAS_NuBBE_jxmcx,O[C@@](C=C)(CCC=C(C)C)C
244,8458,CAS_NuBBE_jxmcx,O[C@@](C=C)(CCC=C(C)C)C
235,14807,CAS_NuBBE_jxmcx,O[C@@](C=C)(CCC=C(C)C)C
246,12182,CAS_NuBBE_jxmcx,O[C@@](C=C)(CCC=C(C)C)C
247,11411,CAS_NuBBE_jxmcx,O[C@@](C=C)(CCC=C(C)C)C
238,14844,CAS_NuBBE_jxmcx,O[C@@](C=C)(CCC=C(C)C)C
245,9902,CAS_NuBBE_jxmcx,O[C@@](C=C)(CCC=C(C)C)C
229,15112,CAS_NuBBE_jxmcx,O[C@@](C=C)(CCC=C(C)C)C
240,9735,CAS_NuBBE_jxmcx,O[C@@](C=C)(CCC=C(C)C)C
239,14771,CAS_NuBBE_jxmcx,O[C@@](C=C)(CCC=C(C)C)C
253,14516,CAS_NuBBE_jxmcx,O[C@@](C=C)(CCC=C(C)C)C
252,7659,CAS_NuBBE_jxmcx,O[C@@](C=C)(CCC=C(C)C)C
255,14888,CAS_NuBBE_jxmcx,O[C@@](C=C)(CCC=C(C)C)C
279,14247,CAS_NuBBE_jxmcx,O[C@@](C=C)(CCC=C(C)C)C
265,8758,CAS_NuBBE_jxmcx,O[C@@](C=C)(CCC=C(C)C)C
261,15478,CAS_NuBBE_jxmcx,O[C@@](C=C)(CCC=C(C)C)C
259,15432,CAS_NuBBE_jxmcx,O[C@@](C=C)(CCC=C(C)C)C
260,10688,CAS_NuBBE_jxmcx,O[C@@](C=C)(CCC=C(C)C)C
266,10034,CAS_NuBBE_jxmcx,O[C@@](C=C)(CCC=C(C)C)C
262,12736,CAS_NuBBE_jxmcx,O[C@@](C=C)(CCC=C(C)C)C
263,13333,CAS_NuBBE_jxmcx,O[C@@](C=C)(CCC=C(C)C)C
280,8304,CAS_NuBBE_jxmcx,O[C@@](C=C)(CCC=C(C)C)C
258,12777,CAS_NuBBE_jxmcx,O[C@@](C=C)(CCC=C(C)C)C
257,10567,CAS_NuBBE_jxmcx,O[C@@](C=C)(CCC=C(C)C)C
256,8715,CAS_NuBBE_jxmcx,O[C@@](C=C)(CCC=C(C)C)C
272,10001,CAS_NuBBE_jxmcx,O[C@@](C=C)(CCC=C(C)C)C
273,10983,CAS_NuBBE_jxmcx,O[C@@](C=C)(CCC=C(C)C)C
271,13069,CAS_NuBBE_jxmcx,O[C@@](C=C)(CCC=C(C)C)C
282,13901,CAS_NuBBE_jxmcx,O[C@@](C=C)(CCC=C(C)C)C
269,13028,CAS_NuBBE_jxmcx,O[C@@](C=C)(CCC=C(C)C)C
281,9448,CAS_NuBBE_jxmcx,O[C@@](C=C)(CCC=C(C)C)C
274,15214,CAS_NuBBE_jxmcx,O[C@@](C=C)(CCC=C(C)C)C
275,9271,CAS_NuBBE_jxmcx,O[C@@](C=C)(CCC=C(C)C)C
267,7852,CAS_NuBBE_jxmcx,O[C@@](C=C)(CCC=C(C)C)C
277,12359,CAS_NuBBE_jxmcx,O[C@@](C=C)(CCC=C(C)C)C
