,molecule_chembl_id,IC50,units,smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled
47,CHEMBL567082,9.7,nM,C#Cc1cccc(-c2csc(CN3CCN(C)CC3)c2)c1Cc1ccc2c(c1C)C=CC2,8.013228265733755,438.21296995999995,3,0,5.612320000000007,True
48,CHEMBL570277,9.9,nM,Cc1c(Nc2c(C#N)cncc2-c2cc3cc(CN4CCN(C)CC4)ccc3s2)ccc2[nH]ccc12,8.00436480540245,492.209615896,6,2,6.115700000000005,True
50,CHEMBL569590,10.0,nM,Cc1c(Nc2c(C#N)cncc2-c2cc3cc(CNC4CCCCC4)ccc3o2)ccc2[nH]ccc12,8.0,475.237210548,5,3,7.322100000000005,True
51,CHEMBL1091481,11.0,nM,Cc1c(Nc2c(C#N)cncc2/C=C/c2cccc(CN3CCN(CCO)CC3)n2)ccc2[nH]ccc12,7.958607314841775,493.25900861200006,7,3,4.161900000000004,True
52,CHEMBL2153753,12.0,nM,CC(C)c1ccc2nc(N3CCN(C)CC3)nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c2c1,7.920818753952375,480.227374136,6,2,3.5535000000000014,True
54,CHEMBL571785,13.0,nM,Cc1c(Nc2c(C#N)cncc2-c2cc3cc(CNCCO)ccc3o2)ccc2[nH]ccc12,7.886056647693163,437.185174976,6,4,4.981700000000004,True
55,CHEMBL494089,14.0,nM,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@H]3CCCNC3)c21,7.853871964321762,425.217537724,10,3,1.5841999999999998,True
56,CHEMBL568371,14.0,nM,Cc1c(Nc2c(C#N)cncc2-c2coc(CN3CCN(C(C)C)CC3)c2)ccc2[nH]ccc12,7.853871964321762,454.24810958,6,2,5.272600000000005,True
57,CHEMBL595733,15.0,nM,Cc1c(Nc2c(C#N)cncc2/C=C/CCN2CC[C@@H](N)C2)ccc2[nH]ccc12,7.823908740944319,386.22189483200003,5,3,3.922900000000002,True
58,CHEMBL4072879,15.0,nM,CNCc1ccc2ccc(Cl)c(C3=C(c4cn(C)c5ccccc45)C(=O)NC3=O)c2c1,7.823908740944319,429.12440455999996,4,2,4.271500000000003,True
59,CHEMBL1088056,16.0,nM,Cc1c(Nc2c(C#N)cncc2/C=C/c2ccc(CN3CCC(N(C)C)CC3)cc2)ccc2[nH]ccc12,7.795880017344075,490.284495088,5,2,6.183000000000006,True
60,CHEMBL603418,16.0,nM,Cc1c(Nc2c(C#N)cncc2/C=C/CCN2CCNCC2)ccc2[nH]ccc12,7.795880017344075,386.221894832,5,3,3.7951000000000024,True
61,CHEMBL570713,16.0,nM,CCN1CCN(Cc2ccc3oc(-c4cncc(C#N)c4Nc4ccc5[nH]ccc5c4C)cc3c2)CC1,7.795880017344075,490.24810958000006,6,2,6.037300000000005,True
62,CHEMBL585753,16.0,nM,Cc1c(Nc2c(C#N)cncc2-c2cc3cc(CNCC(O)CO)ccc3o2)ccc2[nH]ccc12,7.795880017344075,467.19573965999996,7,5,4.342600000000002,True
63,CHEMBL571581,17.0,nM,Cc1c(Nc2c(C#N)cncc2-c2cc3cc(CN4CCN(C)CC4)ccc3o2)ccc2[nH]ccc12,7.769551078621726,476.232459516,6,2,5.647200000000005,True
64,CHEMBL4064291,17.0,nM,CN(C)Cc1ccc2c(C3=C(c4cn(C)c5ccccc45)C(=O)NC3=O)c(Cl)ccc2c1,7.769551078621726,443.14005462399996,4,1,4.613700000000003,True
65,CHEMBL494166,18.0,nM,Cc1c(Nc2c(C#N)cncc2-c2ccc(OCCNCCN(C)C)cc2)ccc2[nH]ccc12,7.744727494896693,454.24810958000006,6,3,4.683600000000004,True
66,CHEMBL1080994,18.0,nM,Cc1c(Nc2c(C#N)cncc2/C=C/c2cccc(S(=O)(=O)N3CCN(C)CC3)c2)ccc2[nH]ccc12,7.744727494896693,512.199445136,6,2,4.593100000000004,True
67,CHEMBL4289707,18.0,nM,N#Cc1cnc(NCc2ccccc2OC(F)(F)F)nc1NC[C@]12C[C@@H]3C[C@H](C1)[C@@H](NCCO)[C@@H](C3)C2,7.744727494896693,516.2460588920001,8,4,4.047680000000002,True
69,CHEMBL605318,18.0,nM,Cc1c(Nc2c(C#N)cncc2/C=C/CCCN2CCC(N)CC2)ccc2[nH]ccc12,7.744727494896693,414.25319496000003,5,3,4.703100000000004,True
70,CHEMBL568581,18.0,nM,Cc1c(Nc2c(C#N)cncc2-c2coc(CN3CCN(C4CCCC4)CC3)c2)ccc2[nH]ccc12,7.744727494896693,480.263759644,6,2,5.806800000000006,True
71,CHEMBL606148,18.0,nM,Cc1c(Nc2c(C#N)cncc2/C=C/CCN2CC[C@H](N)C2)ccc2[nH]ccc12,7.744727494896693,386.22189483200003,5,3,3.922900000000002,True
72,CHEMBL1088737,18.0,nM,Cc1c(Nc2c(C#N)cncc2/C=C/c2cccc(CN3CCC(N(C)C)CC3)n2)ccc2[nH]ccc12,7.744727494896693,491.2797440560001,6,2,5.578000000000006,True
75,CHEMBL1214929,20.0,nM,NCCNc1nc(-c2ccncc2)cc2cnccc12,7.698970004336019,265.13274548,5,2,2.0624000000000002,True
76,CHEMBL48988,20.0,nM,O=C(OC1CCCC1Oc1ccc(O)cc1)c1cc(O)c(C(=O)c2c(O)cccc2C(=O)O)c(O)c1,7.698970004336019,494.12129690399985,9,5,3.595100000000002,True
86,CHEMBL583903,21.0,nM,Cc1c(Nc2c(C#N)cncc2-c2cc3cc(CNCCCO)ccc3o2)ccc2[nH]ccc12,7.67778070526608,451.20082504,6,4,5.371800000000004,True
87,CHEMBL4763675,21.0,nM,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4=O,7.67778070526608,480.179755248,7,2,3.994200000000002,True
88,CHEMBL585307,22.0,nM,Cc1c(Nc2c(C#N)cncc2-c2cccc(CN3CCN(C)CC3)c2)ccc2[nH]ccc12,7.657577319177793,436.23754489600003,5,2,4.901000000000004,True
89,CHEMBL593619,22.0,nM,Cc1c(Nc2c(C#N)cncc2/C=C/CN2CCNCC2)ccc2[nH]ccc12,7.657577319177793,372.206244768,5,3,3.405000000000001,True
91,CHEMBL1085671,24.0,nM,Cc1c(Nc2c(C#N)cncc2/C=C/c2cccc(CN3CCN(C)CC3)c2)ccc2[nH]ccc12,7.619788758288394,462.25319496000003,5,2,5.404400000000005,True
92,CHEMBL516913,24.0,nM,COc1ccc(CN(C)C)cc1-c1cc2c(Nc3ccc4[nH]ccc4c3C)c(C#N)cnc2s1,7.619788758288394,467.17798142000004,6,2,6.438500000000005,True
93,CHEMBL567299,25.0,nM,Cc1c(Nc2c(C#N)cncc2-c2ccc(CN3CCN(C)CC3)cc2)ccc2[nH]ccc12,7.602059991327962,436.23754489600003,5,2,4.901000000000004,True
94,CHEMBL565353,25.0,nM,Cc1c(Nc2c(C#N)cncc2/C=C/c2cccc(OCCN3CCCC3)c2)ccc2[nH]ccc12,7.602059991327962,463.23721054800006,5,2,6.131600000000005,True
95,CHEMBL569108,25.0,nM,Cc1c(Nc2c(C#N)cncc2-c2cc3cc(CN4CCCCC4)ccc3o2)ccc2[nH]ccc12,7.602059991327962,461.221560484,5,2,6.885700000000005,True
96,CHEMBL2151414,25.0,nM,Cc1[nH]c2ccccc2c1C1=C(c2nc(N3CCN(C)CC3)nc3ccccc23)C(=O)NC1=O,7.602059991327962,452.196074008,6,2,2.7385200000000003,True
97,CHEMBL567930,25.0,nM,Cc1c(Nc2c(C#N)cncc2-c2cccc(CN(C)C)c2)ccc2[nH]ccc12,7.602059991327962,381.19534573600004,4,2,5.215200000000004,True
98,CHEMBL402818,26.0,nM,Cc1c(Nc2c(C#N)cnc3sc(-c4cccc(CN(C)C)c4)cc23)ccc2[nH]ccc12,7.585026652029182,437.16741673600006,5,2,6.429900000000005,True
99,CHEMBL606245,26.0,nM,Cc1c(Nc2c(C#N)cncc2/C=C/CCN2CCC[C@@H](N)C2)ccc2[nH]ccc12,7.585026652029182,400.23754489600003,5,3,4.313000000000002,True
100,CHEMBL593162,27.0,nM,Cc1c(Nc2c(C#N)cncc2/C=C/CCCN2CCNCC2)ccc2[nH]ccc12,7.568636235841012,400.23754489600003,5,3,4.185200000000003,True
101,CHEMBL480223,27.0,nM,COc1c(CN(C)C)cccc1-c1cc2c(Nc3ccc4[nH]ccc4c3C)c(C#N)cnc2s1,7.568636235841012,467.17798142000004,6,2,6.438500000000005,True
102,CHEMBL2153747,27.0,nM,CN1CCN(c2cc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1,7.568636235841012,437.18517497600004,5,2,3.0351000000000017,True
103,CHEMBL388978,28.0,nM,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,7.552841968657781,466.200490692,6,2,4.354000000000003,True
104,CHEMBL494412,28.0,nM,Cc1c(Nc2c(C#N)cncc2-c2ccc(OCCN3CCCC3)cc2)ccc2[nH]ccc12,7.552841968657781,437.22156048400007,5,2,5.628200000000004,True
105,CHEMBL606146,28.0,nM,CNC1CCN(CC/C=C/c2cncc(C#N)c2Nc2ccc3[nH]ccc3c2C)CC1,7.552841968657781,414.25319496,5,3,4.573700000000003,True
106,CHEMBL522344,29.0,nM,Cc1c(Nc2c(C#N)cncc2-c2ccc(OCCN3CCN(CCO)CC3)cc2)ccc2[nH]ccc12,7.537602002101044,496.25867426400004,7,3,4.142300000000003,True
107,CHEMBL1084411,29.0,nM,Cc1c(Nc2c(C#N)cncc2/C=C/c2cccc(CN3CCN(C)CC3)n2)ccc2[nH]ccc12,7.537602002101044,463.2484439280001,6,2,4.799400000000005,True
108,CHEMBL595955,29.0,nM,Cc1c(Nc2c(C#N)cncc2/C=C/CCN2CCC[C@H](N)C2)ccc2[nH]ccc12,7.537602002101044,400.23754489600003,5,3,4.313000000000002,True
113,CHEMBL148745,30.0,nM,CC(CCc1ccc(O)cc1)OC(=O)c1cc(O)c(C(=O)c2c(O)cccc2C(=O)O)c(O)c1,7.522878745280337,466.1263822839999,8,5,3.6163000000000025,True
116,CHEMBL1214932,31.0,nM,c1cc(-c2cc3cnccc3c(N3CCNCC3)n2)ccn1,7.508638306165727,291.14839554400004,5,1,2.101399999999999,True
117,CHEMBL7463,32.0,nM,CN(C)CCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21,7.494850021680094,412.189926008,4,2,3.6415000000000015,True
118,CHEMBL4858601,32.0,nM,CC(C)(F)c1ncncc1CNc1cc(N[C@H]2CC[C@@H](O)CC2)c(C#N)cn1,7.494850021680094,384.20738764000004,7,3,3.275380000000002,True
122,CHEMBL596398,33.0,nM,Cc1c(Nc2c(C#N)cncc2/C=C/CCN2CCC(CN)CC2)ccc2[nH]ccc12,7.481486060122112,414.25319496000003,5,3,4.5606000000000035,True
123,CHEMBL1095368,34.0,nM,Cc1c(Nc2c(C#N)cncc2/C=C/c2cccc(CN3CCC(N(C)C)CC3)c2)ccc2[nH]ccc12,7.468521082957745,490.284495088,5,2,6.183000000000006,True
124,CHEMBL567952,34.0,nM,Cc1c(Nc2c(C#N)cncc2/C=C/c2ccccc2OCCN2CCN(C)CC2)ccc2[nH]ccc12,7.468521082957745,492.26375964400006,6,2,5.283200000000005,True
126,CHEMBL568547,36.0,nM,Cc1c(Nc2c(C#N)cncc2-c2coc(CN3CCN(C)CC3)c2)ccc2[nH]ccc12,7.443697499232712,426.216809452,6,2,4.494000000000003,True
127,CHEMBL1090055,36.0,nM,COCCNCc1ccc(/C=C/c2cncc(C#N)c2Nc2ccc3[nH]ccc3c2C)nc1,7.443697499232712,438.21680945200006,6,3,4.788000000000003,True
128,CHEMBL467321,37.0,nM,CN1CCN(CCOc2cccc(-c3cncc(C#N)c3Nc3cccc4[nH]ccc34)c2)CC1,7.431798275933005,452.23245951600006,6,2,4.471380000000003,True
129,CHEMBL4101316,39.0,nM,COCCNCc1ccc2ccc(Cl)c(C3=C(c4cn(C)c5ccccc45)C(=O)NC3=O)c2c1,7.4089353929735005,473.150619308,5,2,4.288100000000002,True
133,CHEMBL1099371,40.0,nM,COCCNCc1cccc(/C=C/c2cncc(C#N)c2Nc2ccc3[nH]ccc3c2C)c1,7.397940008672037,437.22156048400007,5,3,5.393000000000004,True
134,CHEMBL493987,41.0,nM,CN1CCN(CCOc2ccc(-c3cncc(C#N)c3Nc3cccc4[nH]ccc34)cc2)CC1,7.387216143280264,452.232459516,6,2,4.471380000000003,True
135,CHEMBL1095682,41.0,nM,Cc1c(Nc2c(C#N)cncc2/C=C/c2cccc(CN3CCN(CCO)CC3)c2)ccc2[nH]ccc12,7.387216143280264,492.263759644,6,3,4.766900000000004,True
136,CHEMBL568457,41.0,nM,Cc1c(Nc2c(C#N)cncc2/C=C/c2ccc(OCCN3CCN(C)CC3)cc2)ccc2[nH]ccc12,7.387216143280264,492.26375964400006,6,2,5.283200000000005,True
137,CHEMBL1088738,43.0,nM,Cc1c(Nc2c(C#N)cncc2/C=C/c2cccc(CN3CCC(O)CC3)n2)ccc2[nH]ccc12,7.366531544420414,464.232459516,6,3,5.008700000000004,True
138,CHEMBL596413,43.0,nM,Cc1c(Nc2c(C#N)cncc2/C=C/CN2CCN(C)CC2)ccc2[nH]ccc12,7.366531544420414,386.221894832,5,2,3.747200000000003,True
139,CHEMBL569796,43.0,nM,Cc1c(Nc2c(C#N)cncc2-c2cc3cc(CN4CCCC4)ccc3o2)ccc2[nH]ccc12,7.366531544420414,447.20591042,5,2,6.495600000000005,True
140,CHEMBL571784,44.0,nM,Cc1c(Nc2c(C#N)cncc2-c2cc3cc(CN(C)C)ccc3o2)ccc2[nH]ccc12,7.356547323513812,421.190260356,5,2,5.961400000000005,True
141,CHEMBL2147538,44.0,nM,CC(C)(N)CNc1nc(-c2ccncc2)cc2cnccc12,7.356547323513812,293.164045608,5,2,2.841000000000001,True
142,CHEMBL1087425,45.0,nM,Cc1c(Nc2c(C#N)cncc2/C=C/c2ccc(CN3CCC(O)CC3)cc2)ccc2[nH]ccc12,7.346787486224656,463.237210548,5,3,5.613700000000005,True
143,CHEMBL570865,45.0,nM,C#Cc1cccc(-c2ccc(CN3CCN(C)CC3)o2)c1Cc1ccc2c(c1C)C=CC2,7.346787486224656,422.23581357999996,3,0,5.143820000000005,True
144,CHEMBL1086178,45.0,nM,COCCNCc1ccc(/C=C/c2cncc(C#N)c2Nc2ccc3[nH]ccc3c2C)cc1,7.346787486224656,437.22156048400007,5,3,5.393000000000004,True
145,CHEMBL603217,45.0,nM,Cc1c(Nc2c(C#N)cncc2/C=C/CCCN2CCN(C)CC2)ccc2[nH]ccc12,7.346787486224656,414.25319496000003,5,2,4.527400000000004,True
146,CHEMBL566853,47.0,nM,CN(C)CCOc1cccc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c1,7.327902142064282,375.15829153199996,4,2,2.6755000000000004,True
150,CHEMBL567300,50.0,nM,Cc1c(Nc2c(C#N)cncc2-c2ccc(CN3CCN(C)CC3)s2)ccc2[nH]ccc12,7.301029995663981,442.193965832,6,2,4.962500000000004,True
153,CHEMBL431568,50.0,nM,CC(C)OC(=O)c1cccc(O)c1C(=O)c1c(O)cc(C(=O)O[C@@H]2CCC[C@H]2NC(=O)c2ccc(O)cc2)cc1O,7.301029995663981,563.179146128,10,5,3.8131000000000035,True
154,CHEMBL48665,50.0,nM,COC(=O)c1cccc(O)c1C(=O)c1c(O)cc(C(=O)OC2CCCC2Cc2ccc(O)cc2)cc1O,7.301029995663981,506.15768241199993,9,4,4.094800000000004,True
155,CHEMBL467069,51.0,nM,Cc1c(Nc2c(C#N)cncc2-c2ccc(OCCN3CCN(C)CC3)cc2)ccc2[nH]ccc12,7.292429823902063,466.24810958000006,6,2,4.779800000000004,True
156,CHEMBL480838,51.0,nM,Cc1c(Nc2c(C#N)cnc3sc(-c4csc(CN(C)C)c4)cc23)ccc2[nH]ccc12,7.292429823902063,443.12383767200004,6,2,6.491400000000005,True
157,CHEMBL1088055,51.0,nM,Cc1c(Nc2c(C#N)cncc2/C=C/c2ccc(CN3CCCCC3)cc2)ccc2[nH]ccc12,7.292429823902063,447.24229592800003,4,2,6.642900000000006,True
158,CHEMBL2151406,52.0,nM,Cc1cccc2c(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)nc(N3CCN(C)CC3)nc12,7.2839966563652,452.1960740080001,6,2,2.738520000000001,True
159,CHEMBL1095369,53.0,nM,Cc1c(Nc2c(C#N)cncc2/C=C/c2cccc(CN3CCC(O)CC3)c2)ccc2[nH]ccc12,7.275724130399211,463.237210548,5,3,5.613700000000005,True
160,CHEMBL567124,53.0,nM,Cc1c(Nc2c(C#N)cncc2/C=C/c2cccc(OCCN3CCN(C)CC3)c2)ccc2[nH]ccc12,7.275724130399211,492.26375964400006,6,2,5.283200000000005,True
161,CHEMBL2147544,53.0,nM,NCCCNc1nc(-c2ccncc2)cc2cnccc12,7.275724130399211,279.148395544,5,2,2.4525000000000006,True
162,CHEMBL1097696,55.0,nM,Cc1c(Nc2c(C#N)cncc2/C=C/c2ccc(CN3CCC(N(C)C)CC3)cn2)ccc2[nH]ccc12,7.259637310505756,491.2797440560001,6,2,5.578000000000006,True
163,CHEMBL606133,56.0,nM,Cc1c(Nc2c(C#N)cncc2/C=C/CCN2CCCNCC2)ccc2[nH]ccc12,7.251811972993799,400.23754489600003,5,3,4.185200000000003,True
164,CHEMBL596397,56.0,nM,Cc1c(Nc2c(C#N)cncc2/C=C/CCN2CCC(N(C)C)CC2)ccc2[nH]ccc12,7.251811972993799,428.26884502400003,5,2,4.915900000000005,True
165,CHEMBL570247,57.0,nM,Cc1c(Nc2c(C#N)cncc2-c2cc3ccccc3o2)ccc2[nH]ccc12,7.244125144327507,364.132411132,4,2,5.8998000000000035,True
166,CHEMBL585697,58.0,nM,Cc1c(Nc2c(C#N)cncc2-c2ccc(CN(C)C)cc2)ccc2[nH]ccc12,7.236572006437063,381.19534573600004,4,2,5.215200000000004,True
168,CHEMBL1093082,61.0,nM,Cc1c(Nc2c(C#N)cncc2/C=C/c2cccc(CN3CCCCC3)n2)ccc2[nH]ccc12,7.214670164989233,448.23754489600003,5,2,6.037900000000005,True
169,CHEMBL1093081,61.0,nM,Cc1c(Nc2c(C#N)cncc2/C=C/c2cccc(CN3CCOCC3)n2)ccc2[nH]ccc12,7.214670164989233,450.216809452,6,2,4.884200000000004,True
170,CHEMBL595989,62.0,nM,Cc1c(Nc2c(C#N)cncc2/C=C/CCCN2CCC(O)CC2)ccc2[nH]ccc12,7.207608310501746,415.237210548,5,3,4.736700000000004,True
171,CHEMBL513485,62.0,nM,COc1ccc(-c2cncc(C#N)c2Nc2cccc3[nH]ccc23)cc1OC,7.207608310501746,370.142975816,5,2,4.862380000000003,True
172,CHEMBL567363,62.0,nM,COc1cccc(/C=C/c2cncc(C#N)c2Nc2ccc3[nH]ccc3c2C)c1,7.207608310501746,380.16371126,4,2,5.665600000000004,True
173,CHEMBL2147542,63.0,nM,c1cc(-c2cc3cnccc3c(N3CCCNCC3)n2)ccn1,7.200659450546418,305.16404560800004,5,1,2.4914999999999994,True
174,CHEMBL466653,63.0,nM,Cc1c(Nc2c(C#N)cncc2-c2ccccc2)ccc2[nH]ccc12,7.200659450546418,324.13749651200004,3,2,5.1536000000000035,True
175,CHEMBL1080995,65.0,nM,Cc1ncc(C#N)c(Nc2ccc3[nH]ccc3c2C)c1/C=C/c1cccc(S(=O)(=O)N2CCN(C)CC2)c1,7.187086643357144,526.2150952000001,6,2,4.901520000000005,True
176,CHEMBL477617,67.0,nM,Cc1c(Nc2c(C#N)cnc3sc(/C=C/C(N)=O)cc23)ccc2[nH]ccc12,7.173925197299173,373.09973110000004,5,3,4.1998000000000015,True
177,CHEMBL595500,67.0,nM,Cc1c(Nc2c(C#N)cncc2/C=C/CN2CCOCC2)ccc2[nH]ccc12,7.173925197299173,373.19026035600007,5,2,3.8320000000000025,True
178,CHEMBL66452,67.0,nM,CCOC(=O)c1cccc(O)c1C(=O)c1c(O)cc(C(=O)O[C@@H]2CCC[C@H]2NC(=O)c2ccc(O)cc2)cc1O,7.173925197299173,549.1634960639999,10,5,3.424600000000003,True
179,CHEMBL1084410,68.0,nM,Cc1c(Nc2c(C#N)cncc2/C=C/c2ccc(CN3CCN(C)CC3)cn2)ccc2[nH]ccc12,7.167491087293763,463.2484439280001,6,2,4.799400000000004,True
180,CHEMBL466036,69.0,nM,COc1ccc(-c2cncc(C#N)c2Nc2ccc3[nH]ccc3c2F)cc1OC,7.161150909262744,388.133554004,5,2,5.001480000000003,True
181,CHEMBL586046,70.0,nM,Cc1c(Nc2c(C#N)cncc2-c2ccc(CN3CCOCC3)cc2)ccc2[nH]ccc12,7.154901959985743,423.20591042,5,2,4.985800000000004,True
182,CHEMBL585192,72.0,nM,Cc1c(Nc2c(C#N)cncc2/C=C/c2ccccc2)ccc2[nH]ccc12,7.142667503568731,350.15314657600004,3,2,5.6570000000000045,True
183,CHEMBL477405,73.0,nM,Cc1c(Nc2c(C#N)cnc3sc(/C=C/C(=O)N4CCN(C)CC4)cc23)ccc2[nH]ccc12,7.136677139879544,456.17323038800004,6,2,4.488500000000003,True
184,CHEMBL1083522,75.0,nM,Cc1c(Nc2c(C#N)cncc2/C=C/c2ccc(CN3CCN(CCO)CC3)cc2)ccc2[nH]ccc12,7.1249387366083,492.263759644,6,3,4.766900000000004,True
